Id	Sire	Dam	Sex	Birth	Death	Departure
16135		12354	Male	1990-03-01		1991-08-13 00:00
16136		14464	Female	1990-05-25	1992-08-11	
16137		12361	Male	1990-05-25		1991-08-13 00:00
16138		12375	Female	1990-06-01	2001-08-14	
16139		12429	Male	1990-05-25		1991-08-13 00:00
1614	484	321	Male	1965-03-01	1965-03-01	
16140		10602	Male	1990-03-01		1991-08-20 00:00
16141		12445	Male	1990-04-10		1991-08-13 00:00
16142		10848	Female	1990-05-15	2008-03-31	
16143		14984	Female	1990-05-15		1996-12-04 00:00
16144		12366	Female	1990-05-15	2000-11-29	
16145		12443	Male	1990-04-10		1991-08-20 00:00
16146		14969	Female	1990-06-05	2008-06-09	
16147		12478	Female	1990-04-01	2014-08-13	
16148		12467	Male	1990-05-01	2014-06-23	
16149		12428	Female	1990-04-15	2014-08-14	
1615	801	262	Female	1965-03-08	1965-03-08	
16150		12446	Female	1990-05-15		1997-01-22 00:00
16151		12302	Female	1989-06-25	2008-02-25	
16152		14990	Male	1990-05-20	1990-12-27	
16153		12301	Female	1990-05-01	1999-10-13	
16154		12436	Male	1989-06-25		1991-04-02 00:00
16155			Female	1989-06-25	1999-02-24	
16156	14424	14555	Male	1990-06-13		1991-04-24 00:00
16157			Male	1990-06-14		1991-08-13 00:00
16158	14793	14572	Male	1990-06-15		1991-04-24 00:00
16159	12860	8584	Male	1990-06-16	1990-06-18	
1616	1226	256	Hermaphrodite	1965-03-15	1986-03-17	
16160	14793	14755	Female	1990-06-18	1990-08-15	
16161	14425	14563	Female	1990-06-19	1995-01-06	
16162	12209	9360	Female	1990-06-19	1999-05-14	
16163	12209	9789	Female	1990-06-19	2006-09-05	
16164			Female	1990-03-19	1990-06-19	
16165	14425	14585	Male	1990-06-20		1991-04-24 00:00
16166	14435	14764	Female	1990-06-20	1990-06-20	
16167			Female	1990-03-21	1990-06-21	
16169		14451	Female	1990-04-01	2005-05-23	
1617	481	277	Male	1965-03-17	1981-04-01	
16170		14293	Female	1990-06-01		2001-04-24 06:00
16171		14487	Male	1990-04-01		1991-07-11 00:00
16172		14456	Female	1990-04-01	2007-10-31	
16173		13981	Male	1990-05-01		1991-07-11 00:00
16174		14327	Female	1990-06-01		2009-09-28 09:30
16175	10591	12483	Female	1990-06-26		2009-09-28 09:30
16176		14728	Female	1990-04-01	2013-10-04	
16177		14481	Female	1990-06-01	1996-07-28	
16178		13804	Female	1990-06-01	2008-06-06	
16179		14371	Male	1990-04-01		1991-07-11 00:00
1618	580	77	Male	1965-03-17		1986-10-15 00:00
16180		14453	Female	1990-06-01		2009-09-28 09:30
16181		14484	Male	1990-04-01		1991-07-11 00:00
16182		14467	Male	1990-04-01		1991-08-13 00:00
16183		14468	Female	1990-06-01	2005-04-19	
16184		14315	Female	1990-06-01	1991-07-03	
16185		13788	Male	1990-04-01		1993-12-07 00:00
16186		14343	Male	1990-04-01		1993-12-07 00:00
16187		14359	Female	1990-06-01	2014-02-05	
16188		13917	Male	1990-06-15		1991-04-24 00:00
16189		14466	Female	1990-04-01	1994-07-06	
1619	499	440	Hermaphrodite	1965-03-17		1971-07-14 00:00
16190		13976	Female	1990-04-01	2004-12-02	
16191		14285	Female	1990-04-01	2005-01-07	
16192		14249	Female	1990-05-01	2003-07-17	
16193		14362	Female	1990-06-01	2008-06-24	
16194		14146	Female	1990-06-23	1992-08-05	
16195		14349	Female	1990-04-01	1998-11-12	
16196		14473	Male	1990-06-01		1991-04-24 00:00
16197		14132	Female	1990-05-01	2009-03-20	
16198		14281	Male	1990-04-01		1991-04-24 00:00
16199		14344	Male	1990-06-01		1991-07-11 00:00
162			Female		1966-10-11	
1620	1226	216	Male	1965-03-17	1981-03-17	
16200		14277	Female	1990-04-01	2010-09-02	
16201		14319	Female	1990-04-01		1997-08-14 00:00
16202		14374	Male	1990-06-01		1991-07-11 00:00
16203		14326	Female	1990-04-01	2014-02-05	
16204		14097	Male	1990-06-01		1991-07-11 00:00
16205		14361	Male	1990-04-01		1993-12-07 00:00
16206		14446	Female	1990-04-01	2007-09-21	
16207		14329	Female	1990-04-01	2007-02-19	
16208		14286	Female	1990-04-01	1998-12-02	
16209		14458	Female	1990-04-01	2008-12-18	
16210		14276	Female	1990-02-20	1997-02-22	
16211		14323	Male	1990-05-01		1991-07-11 00:00
16212		14490	Female	1990-02-22	2007-01-07	
16213		14289	Female	1990-04-01	2003-07-22	
16214		13799	Male	1990-04-01		1993-12-07 00:00
16215		13789	Female	1990-04-01	1993-09-15	
16216		14238	Female	1990-06-01	1990-08-31	
16217		14346	Female	1990-05-15	2003-01-23	
16218		14282	Female	1990-04-01	2013-11-04	
16219	13417	14445	Female	1990-04-01	2010-03-11	
1622	585	299	Female	1965-03-18	1965-03-18	
16220		14471	Male	1990-04-01		1991-07-11 00:00
16221	8696	11900	Female	1990-06-28	2007-08-16	
16222			Male	1990-04-01	1992-08-11	
16223		13422	Female	1990-04-01	2010-09-03	
16224			Male	1990-06-06	1990-07-02	
16225	14424	14553	Female	1990-07-06	2001-07-11	
16226	12854	10582	Male	1990-07-06		1991-04-24 00:00
16227			Female	1990-07-05	1990-07-07	
16228	6264	8607	Female	1990-07-08	2014-01-17	
16229			Female	1990-02-15	2013-11-12	
1623	580	316	Male	1965-03-18	1965-03-19	
16230		12762	Female	1990-02-01		2010-01-08 08:00
16231		13381	Female	1990-02-15	2006-07-20	
16232			Female	1990-02-15	1990-07-21	
16233		13479	Male	1990-02-15		1991-08-13 00:00
16234		13447	Male	1990-02-15		1991-08-13 00:00
16235		13467	Male	1990-02-15		1991-08-13 00:00
16236		12768	Male	1990-02-15		1991-08-13 00:00
16237		13348	Male	1990-02-15		1991-07-11 00:00
16238		13533	Female	1990-02-15	1992-09-22	
16239		12426	Female	1990-02-15		1997-01-22 00:00
16240		13456	Male	1990-07-05		1991-08-13 00:00
16241		13423	Female	1990-02-01	1991-02-06	
16242		13392	Male	1990-02-15		2014-04-17 10:00
16243		12940	Male	1990-02-15		1993-12-07 00:00
16244		13495	Male	1990-02-15		1993-12-07 00:00
16245		12871	Female	1990-01-25	2000-08-07	
16246		12867	Male	1990-02-01		1991-07-11 00:00
16247		13361	Female	1990-06-15	2004-07-01	
16248		13431	Male	1990-02-15		1993-12-07 00:00
16249	11209	13245	Female	1990-02-15	2008-09-02	
1625	1213	169	Male	1965-03-22	1981-01-06	
16250		13786	Male	1990-02-15	1996-01-24	
16251	11209	13390	Female	1990-02-01	2010-10-11	
16252		13421	Male	1990-02-01		1991-07-11 00:00
16253		13332	Female	1990-01-26	2005-09-12	
16254		13332	Male	1990-01-26		1991-08-13 00:00
16255		12923	Female	1990-02-15	1990-11-28	
16256		13487	Male	1990-02-15		1991-07-11 00:00
16257		13382	Male	1990-02-01		1991-08-13 00:00
16258	11209	13362	Female	1990-07-05	2013-11-15	
16259		12896	Female	1990-02-15	2006-10-24	
1626	145	421	Female	1965-03-23	1965-03-23	
16260		13387	Female	1990-02-15		2001-04-24 06:00
16261			Female	1990-02-01	1999-10-13	
16262		13418	Female	1990-02-01		2010-01-08 08:00
16263		12767	Female	1990-02-15	2003-03-03	
16264		12832	Male	1990-02-15		1991-07-11 00:00
16265			Female	1990-02-01	2000-08-10	
16266		13500	Male	1990-02-15		1991-08-13 00:00
16267		13314	Male	1990-02-15		1991-08-13 00:00
16268		12885	Female	1990-02-01	2003-05-29	
16269		13486	Female	1990-02-15	2013-11-18	
16270		13374	Female	1990-02-01	1990-07-17	
16271	12854	10473	Female	1990-07-13	1999-01-22	
16272	12209	10570	Male	1990-07-13		1991-04-24 00:00
16274			Male	1989-08-01		1991-02-20 00:00
16275			Female	1990-04-01	2004-01-09	
16276	13433	13792	Female	1990-06-15	2004-10-07	
16277		13913	Female	1990-04-01		2010-01-08 08:00
16278		13840	Male	1990-04-01		1991-07-11 00:00
16279		13972	Male	1990-04-01		1991-07-11 00:00
16280		13578	Female	1990-04-01	1996-12-05	
16281		13873	Male	1990-07-01		1991-07-11 00:00
16282		13970	Male	1990-04-15		1991-08-13 00:00
16283		13898	Male	1990-04-01		1991-07-11 00:00
16284		13858	Male	1990-06-01		1991-07-11 00:00
16285		13936	Female	1990-04-01	1996-10-07	
16286		13819	Female	1990-07-01		2009-09-28 09:30
16287		13377	Female	1990-04-01	1995-05-15	
16288	12237		Female	1990-03-15	2007-08-23	
16289		13946	Male	1990-04-01		1991-07-11 00:00
16290		13931	Male	1990-04-01		1991-08-13 00:00
16291	12888	13930	Female	1990-04-01	2006-12-15	
16292	12888	13685	Female	1990-07-01		2009-09-28 09:30
16293			Female	1990-04-01	1990-08-04	
16294		13807	Male	1990-07-01		1991-08-13 00:00
16295		13399	Female	1990-02-20	1998-12-21	
16296		13893	Female	1990-04-01	1995-09-19	
16297		13932	Female	1990-06-15	2001-05-23	
16298		13951	Male	1990-05-01		1991-08-13 00:00
16299		13830	Male	1990-04-01		1991-08-13 00:00
163			Female		1969-03-17	
16300		13871	Male	1990-02-20		1993-12-07 00:00
16301		13948	Male	1990-04-01		1993-12-07 00:00
16302		13922	Male	1990-05-01		1991-07-11 00:00
16303		13716	Female	1990-05-15		2009-09-28 09:30
16304		13912	Female	1990-07-15	2000-12-11	
16305		13820	Male	1990-04-01		1991-07-11 00:00
16306		13701	Female	1990-04-01	2010-09-03	
16307		13861	Female	1990-04-01		2010-01-08 08:00
16308		13855	Female	1990-02-20		2001-04-24 06:00
16309		13666	Female	1990-07-15	1998-10-14	
16310	12888	13950	Female	1990-04-01	2006-11-17	
16311		13939	Male	1990-04-01		1991-08-13 00:00
16312		13718	Female	1990-04-01	1993-07-20	
16313		13947	Female	1990-04-01	1997-04-30	
16314		13410	Male	1990-07-01		1994-02-16 00:00
16315		13815	Male	1990-04-01		1991-07-11 00:00
16316	12888	13843	Female	1990-05-15	2006-03-24	
16317		13576	Male	1990-07-10		1991-07-11 00:00
16318	12237	13953	Female	1990-04-01	2001-08-30	
16319		13686	Female	1990-07-01	2001-07-09	
1632	499	123	Female	1965-04-02		1978-05-16 00:00
16320		8434	Male	1990-07-15		1991-04-24 00:00
16321	14590	14800	Female	1990-08-03	2007-05-17	
16322	12342	8326	Female	1990-08-06		1996-08-27 00:00
16323		11106	Male	1990-07-01		1991-08-13 00:00
16324		11287	Male	1990-05-15		1991-08-20 00:00
16325		11072	Female	1990-05-15		2010-01-08 08:00
16326		11082	Male	1990-07-20	1997-07-16	
16327		11257	Male	1990-07-15	2010-02-17	
16328		11068	Male	1990-05-01		1991-08-20 00:00
16329			Female	1990-05-15	2010-09-09	
1633	1226	472	Male	1965-04-03	1965-07-16	
16330			Female	1990-05-15	1990-10-15	
16331		11108	Female	1990-05-15	1992-09-16	
16332		11197	Male	1990-07-15		1993-12-07 00:00
16333		13914	Male	1990-07-01		1991-08-13 00:00
16334			Female	1990-06-01	2010-04-22	
16335			Male	1990-05-15		1991-08-13 00:00
16336		11095	Male	1990-05-01		1991-08-20 00:00
16337		11067	Male	1990-07-01		1991-08-13 00:00
16338		11080	Male	1990-07-15		1997-02-19 00:00
16339		11298	Male	1990-07-20	2014-12-10	
1634	498	97	Hermaphrodite	1965-04-04	1965-04-04	
16340		11101	Male	1990-07-20		1997-02-19 00:00
16341		11085	Male	1990-05-15		1991-08-20 00:00
16342		11239	Female	1990-07-20	2011-08-26	
16343		11237	Female	1990-08-10	2003-10-24	
16344	9206	10727	Female	1990-08-21	1990-08-21	
16346	12209	11753	Male	1990-09-06	1990-09-06	
16347		10430	Male	1990-09-16	1990-09-16	
16348	12854	11250	Male	1990-09-18	1990-09-18	
16359	10600	12494	Female	1990-09-27	1992-07-08	
1636	1213	478	Male	1965-04-07	1978-03-01	
16360	14569	14562	Male	1990-09-29	1990-09-29	
16361	9397	10590	Male	1990-10-01	2000-12-15	
16362	8775	10575	Female	1990-10-02	1990-10-02	
16363	12854	8620	Male	1990-10-03	1990-10-03	
1637	1213	301	Female	1965-04-12	1965-04-12	
1639	801	291	Hermaphrodite	1965-04-12	1965-04-12	
1640	1213	84	Hermaphrodite	1965-04-10	1988-10-24	
16401	9206	13544	Unknown	1990-10-08	1990-10-08	
16402	10591	8436	Male	1990-10-09	1990-10-09	
16403	14425	14557	Male	1990-10-10	1990-10-10	
16404	12854	12215	Female	1990-10-15	1990-10-15	
16405	12209	12234	Unknown	1990-10-12	1990-10-12	
16406	14568	14799	Male	1990-10-23	1990-10-23	
16407	12209	11847	Female	1990-10-30	1990-10-30	
16409	12854	11803	Male	1990-11-13	1990-11-13	
16410	9397	8451	Female	1990-11-09	1995-05-16	
16411	14590	14394	Female	1990-11-13	2001-05-10	
16412	6264	13470	Male	1990-12-25	2007-07-27	
16413	10600	12380	Female	1990-11-23		1997-01-22 00:00
16414	12342	8600	Female	1990-11-29		2009-09-28 09:30
16415		8385	Male	1990-06-04		1991-04-24 00:00
16416	14590	14798	Male	1990-12-04	1992-09-29	
16417	10591	12283	Female	1990-12-07	1990-12-07	
16418	8775	12204	Female	1990-12-17	2011-10-10	
16419	14569	14409	Female	1990-12-17	1990-12-17	
1642	499	258	Female	1965-04-14	1993-11-02	
16420	9397	11763	Male	1991-01-03	1991-01-03	
16421	14435	14773	Female	1991-01-14	1999-07-21	
16422	12860	11227	Female	1991-01-15	2000-02-11	
16423	9206	10598	Male	1991-01-19		1992-01-27 00:00
16424	6264	11768	Male	1991-01-21		1992-01-27 00:00
16425	12342	8329	Female	1991-01-24	2002-09-05	
16426	8775	8090	Female	1991-01-29	2009-10-14	
16427	8775	12235	Female	1991-01-31	2007-11-05	
1643	1226	191	Male	1965-04-17	1965-05-05	
16433	9397	11069	Female	1991-02-05	1992-02-17	
16434	14425	14438	Female	1991-02-05	1991-02-05	
16435	14424	14392	Female	1991-02-20	2008-04-10	
16436	14424	14776	Male	1991-02-20	1991-02-20	
16437			Female	1991-02-20	1991-02-24	
16438	14569	14565	Male	1991-02-23		1992-01-27 00:00
16439			Female	1991-03-03		1994-09-27 00:00
1644	145	232	Male	1965-04-17	1993-12-30	
16440	12854	11925	Male	1991-02-28	1991-02-28	
16441			Male	1991-03-08	1991-03-08	
16442			Male	1991-03-12	1991-03-12	
16443	12209	9836	Female	1991-03-14	1991-03-14	
16444			Male	1991-03-16	1991-03-16	
16445	12413	8427	Male	1991-03-22	2013-10-28	
16446		11671	Male	1991-03-22		1992-01-27 00:00
16447			Male	1991-03-24	1991-03-24	
16448			Male	1991-03-25	1991-03-25	
16449			Female	1991-03-24	1991-03-25	
1645	801	205	Male	1965-04-19	1978-02-28	
16450			Male	1991-03-25	1991-03-25	
16451		13578	Male	1991-03-25	1991-03-25	
16452	8775	11830	Female	1991-03-27	1991-03-27	
16453		15441	Male	1991-03-28		1992-01-27 00:00
16454	10591	11858	Male	1991-03-29	2006-10-17	
16455		8472	Male	1991-04-01	1991-08-16	
16456		12379	Female	1991-04-03	2011-10-11	
16457		8327	Male	1991-04-03		1992-01-27 00:00
16458		14900	Female	1991-04-03	1991-04-03	
16459			Female	1991-04-03	1991-04-05	
1646	580	444	Female	1965-04-21	1965-04-21	
16460			Female	1991-04-05	1991-04-05	
16461		14971	Female	1991-04-05	1999-03-05	
16462		14977	Male	1991-04-06		1993-07-28 00:00
16463	14425	14411	Male	1991-04-06		1994-05-11 00:00
16464		11989	Male	1991-04-07	1991-04-07	
16465		11681	Female	1991-04-07	1992-03-07	
16466		14991	Female	1991-04-09	1999-01-17	
16467			Female	1991-04-09	1991-04-09	
16468		15041	Female	1991-04-11		1992-01-27 00:00
16469			Female	1991-02-13	1991-02-13	
1647	145	103	Female	1965-04-23	1968-10-02	
16470		14983	Male	1991-04-13		1992-10-27 00:00
16471		9950	Female	1991-04-15	2001-12-07	
16472	10591	11300	Female	1991-04-15		1994-09-27 00:00
16473		14890	Male	1991-04-16		1992-11-30 00:00
16474		13388	Female	1991-03-29	2003-07-24	
16475		11683	Male	1991-04-17		1992-10-27 00:00
16476		15451	Male	1991-04-17	2006-11-15	
16477			Female	1991-04-21	1991-04-21	
16479		14928	Female	1991-04-23	2010-09-09	
1648	1226	260	Male	1965-04-23		1986-10-15 00:00
16481		8408	Female	1991-04-24	2007-10-22	
16482		14986	Male	1991-04-24		1992-09-01 00:00
16483			Male	1991-04-21	1991-04-24	
16484			Male	1991-04-09	1991-04-30	
16485		14939	Female	1991-05-01	2012-05-14	
16486		15026	Female	1991-05-01		1992-09-01 00:00
16487		14979	Female	1991-05-02	1995-12-26	
16488		15039	Female	1991-05-04		1992-05-13 00:00
16489	14435	14551	Female	1991-05-09	2003-07-23	
1649	1226	129	Female	1965-04-23		1991-05-07 00:00
16490			Male	1991-05-07	1991-05-09	
16491			Male	1991-05-06	1991-05-09	
16492		15035	Female	1991-05-10	2000-09-06	
16493			Female	1991-05-08	2007-08-29	
16494	9397	11688	Male	1991-05-10	2008-04-28	
16495		14929	Male	1991-05-12		1992-10-27 00:00
16496	14425	14796	Male	1991-05-13	1991-05-13	
16497			Male	1991-05-11		1991-12-03 00:00
16498			Female	1991-04-24	1991-05-14	
16499	12854	10572	Female	1991-05-14	1991-05-14	
165			Female		1964-10-08	
1650	484	459	Unknown	1965-04-23	1965-04-23	
16500		12446	Female	1991-05-12	1991-05-16	
16501	8775	10389	Male	1991-05-19		1992-10-27 00:00
16502		14981	Male	1991-05-20		1992-05-13 00:00
16503	7084	8393	Female	1991-05-21	1998-09-16	
16504	14424	14766	Female	1991-05-21	1999-04-27	
16505		13795	Male	1991-03-01		1992-11-16 00:00
16506		14453	Male	1991-04-15		1992-10-26 00:00
16507			Male	1991-05-10		1992-10-27 00:00
16508		14329	Female	1991-05-18	2001-03-13	
16509		14123	Male	1991-05-08	1993-08-04	
16510		14446	Female	1991-05-05	2009-04-13	
16511		14347	Male	1991-04-15		1992-10-26 00:00
16512		14358	Female	1991-04-15	1997-09-28	
16513		14379	Male	1991-04-15		1992-10-26 00:00
16514		14276	Male	1991-04-08		1992-10-26 00:00
16515	12854	8971	Female	1991-05-22	2001-05-07	
16516		14487	Female	1991-05-21	2004-03-23	
16517		14327	Female	1991-05-10	1999-03-12	
16518	13417	14282	Female	1991-05-08	2009-11-06	
16519		14278	Male	1991-04-15		1992-10-26 00:00
16520		13789	Male	1991-03-04		1992-10-26 00:00
16521		14489	Female	1991-04-30	1991-07-01	
16522		14236	Male	1991-04-15	1992-07-18	
16523		14238	Female	1991-04-15	2007-07-02	
16524		14447	Female	1991-04-15	2008-03-26	
16525		14250	Female	1991-04-15	1999-02-25	
16526		14471	Female	1991-04-30	2003-08-23	
16527		13981	Male	1991-05-08		1992-10-13 00:00
16528		14244	Male	1991-05-20		1992-12-08 00:00
16529		14315	Female	1991-05-10	1991-06-28	
1653	481	106	Male	1965-04-27	1984-11-15	
16530		14456	Female	1991-05-02	2008-02-12	
16531		13804	Male	1991-04-15	2015-10-01	
16532		14349	Male	1991-05-19		1993-08-31 00:00
16533		14078	Male	1991-05-01	2003-07-30	
16534		14371	Female	1991-05-18	2000-07-20	
16535		14490	Female	1991-05-03	1991-07-23	
16536		14340	Male	1991-05-08		1992-10-26 00:00
16537		13799	Female	1991-05-08	1999-02-25	
16538		14231	Male	1991-04-15	2015-06-03	
16539	8775	11896	Female	1991-05-22	2013-05-17	
1654	498	442	Female	1965-04-27		1984-12-04 00:00
16540		13953	Female	1991-05-01	1999-04-13	
16541	14568	14417	Male	1991-05-26		1992-10-26 00:00
16544	12209	12344	Male	1991-05-31		1992-09-01 00:00
16545	14435	14566	Male	1991-06-01	1991-06-01	
16546			Male	1991-05-31	1991-06-02	
16547			Female	1991-06-01	1991-06-02	
16548			Female	1991-05-01	1991-06-04	
1655	481	98	Male	1965-04-27	1965-04-27	
16550			Male	1991-05-01	1991-06-08	
16551	14590	14599	Female	1991-06-09	1991-12-09	
16552			Male	1991-06-09	1991-06-09	
16553	12888	13576	Female	1991-05-30	2008-03-18	
16554		13948	Female	1991-05-25	1999-01-13	
16555		13924	Male	1991-04-01		1992-10-13 00:00
16556		13855	Male	1991-03-15		1992-10-13 00:00
16557	12237	13913	Female	1991-05-25	2006-11-28	
16558		13646	Female	1991-05-25		1997-01-22 00:00
16559		13871	Male	1991-05-30		1993-08-31 00:00
1656	801	261	Hermaphrodite	1965-04-28	1987-08-18	
16560		13887	Female	1991-03-15	1999-01-25	
16561		13945	Female	1991-04-01	1996-06-04	
16562		13930	Female	1991-05-25	1998-12-21	
16563		13378	Male	1991-05-25	1991-07-29	
16564		13916	Male	1991-05-25		1992-09-16 00:00
16565		13951	Male	1991-05-25		1992-10-27 00:00
16566		13718	Male	1991-05-30		1992-10-27 00:00
16567		13921	Male	1991-03-15		1992-10-13 00:00
16568		13940	Female	1991-05-10	1991-07-16	
16569	13849	13918	Male	1991-04-01		2015-03-25 10:00
1657	481	242	Male	1965-04-28	1996-04-01	
16570		13377	Female	1991-04-01	1998-11-12	
16571		13907	Female	1991-03-15	1997-05-12	
16572		13970	Male	1991-05-25		1992-10-13 00:00
16573		13505	Male	1991-05-25	1991-07-22	
16574		13856	Female	1991-03-15	1998-12-29	
16575		13410	Female	1991-06-10	1993-03-28	
16576		13896	Female	1991-03-15	1998-11-20	
16577		13904	Female	1991-05-25	1998-10-29	
16578		13972	Female	1991-05-25	1998-11-18	
16579		13899	Female	1991-05-25	2008-02-15	
1658	1213	259	Male	1965-05-03	1978-01-18	
16580	12888	13946	Female	1991-05-25	2001-10-03	
16581		13807	Male	1991-06-09		1992-10-13 00:00
16582		13780	Male	1991-06-09		1994-05-11 00:00
16583		13820	Male	1991-05-10		1992-10-13 00:00
16584		13665	Female	1991-05-25	1994-02-16	
16585		13931	Male	1991-06-09		1992-10-26 00:00
16586		13685	Female	1991-06-12	1997-05-13	
16587		13843	Female	1991-06-10	1991-11-04	
16588		13876	Female	1991-03-15	1999-09-02	
16589		13689	Male	1991-03-15		1992-10-13 00:00
16590		13676	Female	1991-05-30	1994-11-22	
16591		13830	Male	1991-05-30	1991-07-05	
16592		13792	Male	1991-05-30		1992-09-16 00:00
16593		13802	Male	1991-03-15		1992-09-16 00:00
16594			Male	1990-08-01		1992-10-13 00:00
16595			Female	1991-04-01	1991-07-02	
16597			Male	1991-03-15	1991-06-12	
16598	14007	10452	Male	1991-06-13		1992-09-01 00:00
16599	12329	9073	Female	1991-06-15	2011-04-27	
166			Female		1965-10-19	
1660	499	243	Hermaphrodite	1965-05-05	1965-05-08	
16600	12857	8979	Female	1991-06-17	1998-11-11	
16601		14157	Male	1991-06-14		1992-10-26 00:00
16603	13713	13416	Female	1991-06-20	1999-07-07	
16604	13880	12361	Male	1991-06-05	2013-12-20	
16605	14425	14760	Male	1991-06-24	1991-06-24	
16606	12209	12234	Male	1991-06-23	1991-06-23	
16607			Male	1991-06-24	1991-06-24	
16608			Male	1991-02-25		1992-11-16 00:00
16610		13194	Male	1991-03-25		1992-10-26 00:00
16611		13467	Female	1991-04-15	2011-06-23	
16612		12768	Female	1991-03-25	1991-07-20	
16613		13487	Male	1991-05-14		1992-09-16 00:00
16614		12923	Female	1991-03-25	2007-04-12	
16615		13534	Female	1991-03-25	2011-10-12	
16616		12896	Female	1991-03-25	2002-07-25	
16617	11209	12832	Female	1991-04-15	2005-11-15	
16618		13374	Female	1991-03-25	1999-06-01	
16619		13314	Male	1991-03-25		1992-11-16 00:00
1662	801	163	Male	1965-05-09	1996-05-07	
16620		13453	Male	1991-02-25		1992-11-16 00:00
16621		13474	Female	1991-03-25	2005-01-05	
16622		12867	Female	1991-04-15	2011-10-03	
16623		13786	Male	1991-05-14	1992-01-02	
16624		13332	Male	1991-05-10	1991-06-29	
16625		13387	Female	1991-03-25	2010-10-27	
16626		13348	Male	1991-03-25		1992-10-26 00:00
16627		13443	Male	1991-03-25	1995-11-14	
16628		13383	Male	1991-03-25		1992-10-27 00:00
16629		13426	Male	1991-03-25	1999-08-28	
1663	1226	222	Male	1965-05-10	1990-06-26	
16630		13533	Male	1991-05-14		1997-02-19 00:00
16631		12946	Female	1991-03-25	1998-12-17	
16632		13418	Female	1991-03-25	2006-08-28	
16633		12767	Female	1991-04-15	2004-11-18	
16634		12940	Male	1991-03-25	1997-10-25	
16635		12839	Female	1991-04-15	2010-03-16	
16636		13479	Female	1991-06-01	1999-04-28	
16637		12871	Female	1991-03-25	1996-01-03	
16638		13431	Male	1991-03-25	2008-03-07	
16639		13381	Female	1991-04-25		2011-01-04 02:00
1664	1226	168	Hermaphrodite	1965-05-10		1971-07-14 00:00
16640		13486	Male	1991-03-25	2011-05-27	
16641		13529	Male	1991-03-25		1992-10-27 00:00
16642		13423	Male	1991-03-25	1995-11-30	
16643		12762	Male	1991-04-15	1994-06-08	
16644		13392	Female	1991-05-14	2014-03-17	
16645		13421	Male	1991-05-14		1992-10-27 00:00
16646		13415	Female	1991-03-25	1991-12-15	
16647		13382	Female	1991-03-25	2012-03-09	
16648		13361	Male	1991-03-25		1992-10-27 00:00
16649		13369	Female	1991-03-25	2004-06-15	
16650		12791	Female	1991-03-25	2005-02-23	
16651	9397	11125	Female	1991-06-28	1999-06-03	
16652	14588	14761	Male	1991-07-01	1993-06-01	
16653			Male	1991-06-01	1991-07-03	
16654	14433	14408	Male	1991-07-06		1992-09-01 00:00
16655	10591	10408	Female	1991-07-07	1993-03-03	
16656			Male	1991-07-05	1991-07-05	
16657	14590	14421	Female	1991-07-07	1991-07-07	
16658			Female	1990-08-15	2002-11-04	
16659	9397	10603	Male	1991-07-10		1994-09-27 00:00
16660		11197	Female	1991-06-01	2005-05-21	
16661		11197	Male	1991-06-01		1992-10-27 00:00
16662		11067	Male	1991-06-10		1992-10-27 00:00
16663		11297	Male	1991-04-01	2009-08-14	
16664		11104	Male	1991-04-01		1992-10-13 00:00
16665		11241	Female	1991-06-10	2005-03-15	
16666		12289	Male	1991-06-10		1992-09-16 00:00
16667		11233	Male	1991-04-10	1993-03-31	
16668		11239	Male	1991-06-10		1992-10-27 00:00
16669		11298	Male	1991-06-20		1992-10-27 00:00
16670		11257	Male	1991-04-01		1992-10-27 00:00
16671		11095	Male	1991-07-01	1992-01-06	
16672		11076	Male	1991-04-01		1992-10-27 00:00
16673		11238	Male	1991-06-01		1992-10-27 00:00
16674	13920	11066	Female	1991-04-10	2011-12-02	
16675		11072	Female	1991-04-01	2005-02-11	
16676		11296	Male	1991-06-01		1992-10-13 00:00
16677		11080	Male	1991-06-20	1992-03-20	
16678		13914	Male	1991-06-10		1992-10-13 00:00
16679		11085	Male	1991-06-20		1992-10-27 00:00
16680		11108	Female	1991-03-13	1991-11-20	
16681		11294	Female	1991-06-01	2004-03-17	
16682		11278	Female	1991-04-01	1995-08-24	
16683	12209	9789	Female	1991-07-12	1991-07-12	
16684	6264	11272	Male	1991-07-13	1991-07-13	
16685	12854	11888	Male	1991-07-16		1992-09-01 00:00
16686	12854	12486	Male	1991-07-18		1992-10-13 00:00
16687	6264	12934	Male	1991-07-19	1991-07-19	
16688			Female	1991-07-18	1991-07-18	
16689	12342	11259	Female	1991-07-21	1999-02-26	
16690	8775	9327	Male	1991-07-21		1992-09-01 00:00
16691	12209	10393	Male	1991-07-22		1992-09-01 00:00
16692			Male	1990-06-20		1991-08-13 00:00
16693			Female	1990-06-25	2001-04-13	
16694			Male	1990-06-28		1991-08-13 00:00
16695	9397	9855	Male	1991-07-23	2002-04-02	
16696			Female	1990-06-25	2006-10-20	
16697			Male	1990-06-29		1991-08-13 00:00
16698		12467	Female	1991-06-15		1997-01-22 00:00
16699		12432	Female	1991-06-10	1993-08-24	
167			Female		1964-08-27	
16700		14464	Male	1991-05-10		1992-12-08 00:00
16701		12429	Female	1991-06-20	1995-12-24	
16702		12478	Female	1991-04-25	1994-09-28	
16703		12496	Male	1991-07-05		1992-10-27 00:00
16704		12445	Male	1991-06-05		1992-01-27 00:00
