Id	Sire	Dam	Sex	Birth	Death	Departure
24211	21908	20244	Male	2004-04-06	2007-03-13	
24212		17993	Male	2004-04-06	2004-04-06	
24213	20360	20189	Female	2004-04-07	2004-04-07	
24214		20447	Male	2004-04-07	2004-04-07	
24215		21604	Male	2004-04-06	2008-04-09	
24216		17742	Female	2004-04-08	2004-04-08	
24217		21049	Male	2004-04-09	2004-04-09	
24218			Male	2004-04-09	2004-04-09	
24219		17695	Female	2004-04-09	2004-04-20	
24220			Male	2004-04-06	2004-04-10	
24221		20459	Male	2004-04-07	2004-04-11	
24222	21939	18353	Male	2004-05-03	2004-05-03	
24223			Female	2004-04-06	2004-04-13	
24224	18841	18826	Male	2004-04-11	2008-06-24	
24225		20985	Female	2004-04-12	2004-04-14	
24226	18816	18819	Female	2004-03-15	2012-01-18	
24227	18841	18821	Female	2004-04-01	2014-06-13	
24228	21588	21589	Female	2004-04-15	2009-05-04	
24229	21936	14472	Male	2004-04-16	2009-11-13	
24230			Female	2004-04-12	2005-02-06	
24231		18831	Female	2004-04-16	2004-04-16	
24232	18587	18090	Male	2004-04-17	2012-11-26	
24233		17128	Female	2004-04-18	2004-04-18	
24234			Female	2004-03-15	2004-04-18	
24235			Male	2004-04-18	2004-04-18	
24236		17976	Male	2004-04-18	2004-04-19	
24238	21591	21584	Female	2004-04-14	2009-01-06	
24239	18065	18098	Male	2004-04-20	2009-07-29	
24240		22898	Male	2004-04-21	2004-04-21	
24241			Male	2004-04-19	2004-04-21	
24242	21204	21182	Male	2004-04-08	2008-06-20	
24243	20016	16207	Male	2004-04-15	2011-03-05	
24244		22547	Male	2004-04-23	2004-04-23	
24245			Male	2004-04-24	2004-04-24	
24246		21210	Female	2004-04-24	2005-04-19	
24247			Male	2004-04-27	2004-04-27	
24248		21784	Female	2004-04-27	2004-04-28	
24249			Male	2004-04-28	2004-04-28	
24250	188-92	19963	Male	2004-04-28	2012-08-20	
24251		21365	Female	2004-04-25		2010-02-16 00:00
24252		20183	Male	2004-04-12		2006-01-24 04:00
24253			Female	2004-04-26		2011-10-18 13:00
24254		22160	Female	2004-04-26	2004-04-30	
24255		22861	Male	2004-04-12	2004-04-29	
24256		21669	Female	2004-04-23	2013-03-25	
24257		21376	Female	2004-04-27	2011-07-20	
24258		22863	Female	2004-04-08	2006-01-25	
24259		22897	Male	2004-04-25	2004-04-29	
24260		22151	Male	2004-04-19		2006-01-24 04:00
24261	18621	19924	Female	2004-04-29	2012-07-27	
24262			Female	2004-04-29	2004-05-01	
24263			Female	2004-05-02	2004-05-02	
24264	17673	18064	Female	2004-02-01	2014-11-10	
24265		22208	Male	2004-05-02	2004-05-02	
24266		16066	Male	2004-05-03	2004-05-03	
24267			Female	2004-05-02	2004-05-03	
24269	18607	18100	Male	2004-05-04	2012-08-22	
24271	16604	15233	Female	2004-05-05	2012-05-10	
24272	21941	19930	Male	2004-05-05	2012-07-16	
24273	18599	17947	Male	2004-05-04	2010-07-21	
24274	21204	21193	Female	2004-03-31	2006-08-21	
24275		21152	Female	2004-05-03	2004-05-11	
24276	17973	15753	Female	2004-05-05	2004-07-13	
24277	17973	15331	Male	2004-04-01	2010-09-30	
24278		18873	Female	2004-04-15	2004-05-09	
24279			Female	2004-05-07	2004-05-07	
24280		17142	Female	2004-05-08	2005-01-13	
24281			Male	2004-05-08	2004-05-08	
24282		17041	Female	2004-05-09	2005-02-02	
24283		22125	Female	2004-05-10	2004-05-10	
24284	21304	20225	Male	2004-04-01	2006-09-27	
24285		20456	Female	2004-05-10	2004-05-18	
24286		21122	Female	2004-05-12	2004-05-12	
24287			Female	2004-05-12	2004-05-12	
24288		21723	Female	2004-04-21	2004-05-12	
24289			Male	2004-05-08	2004-05-14	
24290	16604	16291	Male	2004-05-15	2006-07-19	
24291	18812	22042	Male	2004-05-15	2017-10-02	
24293	18818	18793	Male	2004-02-15	2011-01-03	
24294	21939	16674	Male	2004-05-17	2008-12-05	
24295	17644	19922	Male	2004-05-17	2010-04-23	
24296		16510	Male	2004-05-18	2004-05-18	
24298		20253	Male	2004-04-01	2010-08-04	
24299		18763	Male	2004-05-08	2004-05-19	
243			Female		1970-07-28	
24301	21939	19936	Female	2004-05-20	2017-03-03	
24302		17709	Male	2004-05-21	2004-05-26	
24303		17709	Female	2004-05-21	2013-02-13	
24304		20569	Female	2004-05-21	2004-05-21	
24305	21891	20237	Male	2004-02-01		2009-04-27 08:00
24306		19709	Female	2004-05-22	2007-04-27	
24307	20309	21782	Male	2004-05-20	2012-01-06	
24308	20368	20184	Female	2004-05-02	2016-04-09	
24309	19315	19319	Male	2004-05-24	2004-07-22	
24310	19279	20292	Male	2004-05-26	2008-12-17	
24311	21204	21547	Female	2004-02-01	2009-11-20	
24312	18621	19310	Male	2004-05-27	2009-09-16	
24313	20250	21062	Male	2004-05-27	2010-06-09	
24315			Male	2004-05-16	2004-05-30	
24316	18812	20921	Female	2004-05-30	2005-09-23	
24317		20432	Male	2004-04-30	2004-09-24	
24318	20186	21717	Male	2004-05-31		2009-04-27 08:00
24319		21199	Female	2004-05-27	2012-08-22	
24320		17226	Male	2004-05-31	2004-12-27	
24321	25601	19141	Male	2004-06-02	2009-01-22	
24322		21830	Female	2004-06-02	2004-07-28	
24323	17526	16539	Female	2004-05-30	2006-08-08	
24324	16242	19231	Male	2004-05-31	2011-01-19	
24325			Male	2004-03-15	2004-06-04	
24326	21077	21860	Male	2004-05-22	2010-07-23	
24327		21193	Female	2004-03-05	2004-07-13	
24329		21845	Male	2004-06-06	2004-06-06	
24330	17751	17693	Female	2004-02-06	2011-08-16	
24331	21941	20422	Male	2004-06-21	2004-06-21	
24333	18812	19054	Male	2004-03-01		2009-04-27 08:00
24334	19268	20350	Female	2004-03-15	2013-01-23	
24335	18812	20331	Male	2004-04-15	2014-06-30	
24336	21892	20733	Male	2004-06-09	2004-11-30	
24338		22085	Female	2004-06-13	2004-06-13	
24340	20096	20435	Male	2004-06-11	2010-05-04	
24341			Male	2004-06-07	2004-06-14	
24342			Female	2004-02-14	2004-06-14	
24343	21891	20768	Female	2004-02-01	2015-11-23	
24344	18621	19959	Male	2004-06-15	2004-06-15	
24346		17986	Male	2004-06-16	2004-06-16	
24347	18841	18864	Male	2004-04-01	2010-06-04	
24348	16609	16219	Male	2004-06-18		2005-11-01 18:00
24349			Female	2004-06-04	2004-06-18	
24350	22579	22586	Male	2004-06-19	2010-01-12	
24351		20851	Male	2004-06-22	2004-06-22	
24352	20357	20734	Female	2004-05-25	2018-02-09	
24353	20309	22622	Male	2004-05-01	2010-09-23	
24354	20263	21118	Male	2004-05-01	2005-01-14	
24355		21029	Male	2004-05-15	2006-11-10	
24356	20309	21127	Female	2004-05-01	2008-12-05	
24357	20309	21124	Male	2004-06-15	2009-11-11	
24358		21719	Female	2004-06-15	2007-02-04	
24360		21765	Female	2004-06-01	2009-02-13	
24361	20309	21116	Male	2004-03-01	2014-04-29	
24362		21896	Female	2004-06-15	2006-01-05	
24364		21922	Male	2004-06-01		2009-04-27 08:00
24369		21864	Female	2004-06-01		2010-02-16 08:30
24370		21920	Female	2004-06-21	2004-10-11	
24371	20263	21727	Male	2004-06-01		2009-04-27 08:00
24373		22636	Female	2004-06-09	2007-01-24	
24375		21020	Male	2004-05-01	2011-11-07	
24377	20263	21771	Male	2004-06-01	2010-09-23	
24378	20186	21034	Male	2004-05-15	2010-11-18	
24379	20309	21493	Female	2004-05-25	2016-01-21	
24383	20309	21130	Male	2004-05-25	2016-03-30	
24384		21158	Female	2004-05-15	2007-01-02	
24385		21788	Female	2004-05-15	2007-02-25	
24386	20186	21872	Female	2004-05-25	2015-09-01	
24387			Male	2004-06-25	2004-06-25	
24389		21356	Female	2004-06-26	2012-07-18	
24390		22177	Female	2004-06-28	2004-06-28	
24391	16538	16325	Female	2004-06-30	2013-02-22	
24392	21891	20803	Male	2004-02-15	2009-07-21	
24394	21936	20683	Male	2004-07-08	2004-07-08	
24396	18065	18200	Male	2004-01-01	2010-07-15	
24397	18796	18008	Male	2004-06-01	2008-03-03	
24398	18065	18151	Female	2004-02-01	2007-12-10	
24399	18065	18217	Male	2004-01-15	2012-08-13	
244			Female		1965-05-27	
24400	18607	18216	Male	2003-12-01	2013-07-10	
24401	18599	17686	Male	2004-01-01	2009-10-16	
24403	18065	18156	Female	2004-02-01	2008-03-31	
24404	18796	18147	Female	2004-01-15	2018-05-08	
24405	18065	18205	Male	2003-07-01	2006-09-24	
24406	18607	18129	Female	2004-03-15	2012-10-26	
24407	18607	17694	Male	2004-01-15	2010-04-02	
24408	18796	18201	Female	2004-03-15	2004-07-26	
24409	18599	17766	Female	2004-01-01	2005-02-28	
24410		19771	Male	2004-06-06	2004-07-07	
24411	18607	18122	Female	2004-04-07	2010-01-04	
24412	18065	18107	Female	2004-06-01	2008-05-29	
24413	18796	18108	Female	2004-03-01	2015-01-30	
24414	18065	18139	Female	2004-05-15	2007-12-14	
24415	18796	18133	Male	2004-02-01	2010-02-26	
24416	18065	17943	Male	2004-04-07	2006-09-24	
24417	18065	17591	Male	2004-07-04	2004-12-18	
24418	18607	18208	Female	2004-05-15	2004-10-01	
24419	18065	18175	Female	2004-07-04	2014-01-29	
24421	18587	17893	Female	2004-06-01	2015-01-28	
24422	18065	17745	Female	2004-01-15	2010-08-06	
24423	18796	17967	Female	2004-04-07	2016-04-14	
24424	18599	17984	Male	2004-02-15	2010-02-17	
24425	18065	18112	Female	2004-06-01	2013-12-30	
24426	18065	18163	Female	2004-06-01	2004-10-10	
24427	18587	18105	Male	2004-06-01	2009-10-29	
24428	18607	18206	Male	2004-06-01	2014-06-24	
24429	18065	18110	Female	2004-05-01	2004-08-18	
24430	18065	17728	Female	2003-07-01	2017-06-07	
24431	18607	18129	Male	2003-07-01	2010-06-16	
24432	18607	18113	Male	2004-05-15	2010-06-02	
24435	18065	18111	Female	2004-06-01	2011-07-07	
24439	17992	20166	Female	2004-03-01	2014-07-28	
24441	20016	20347	Male	2004-06-03	2004-07-13	
24442	18854	18713	Male	2004-04-15	2013-01-25	
24443	18587	18159	Male	2004-07-15	2010-05-05	
24444	16327	16142	Male	2004-03-15	2010-03-30	
24445		22202	Male	2004-05-15	2004-11-23	
24446	20360	20393	Male	2004-07-16	2007-05-01	
24447	19301	19097	Female	2004-01-15	2010-03-03	
24448	19296	19835	Female	2004-05-15	2016-04-22	
24449	19315	19770	Male	2004-03-15	2012-09-18	
24451	19296	19737	Female	2004-03-15	2015-01-20	
24452	19296	19312	Male	2004-06-01	2004-10-13	
24453	19303	18906	Female	2004-03-15	2013-07-12	
24454	19301	19211	Male	2004-01-15	2010-04-21	
24455	19296	19826	Male	2004-01-15	2013-05-15	
24456	19296	19736	Male	2004-01-15	2017-03-09	
24457	19296	19791	Male	2004-01-15	2004-09-14	
24458	19296	19208	Female	2004-02-15	2016-07-27	
24460			Female	2004-07-20	2004-07-20	
24461	19303	19283	Male	2004-04-15		2009-04-27 08:00
24463	19315	19742	Female	2004-01-15	2006-12-04	
24464	19303	19811	Female	2004-03-01	2014-03-11	
24465	19296	19037	Male	2004-03-15	2010-01-13	
24466	19301	19812	Male	2004-03-01	2009-04-16	
24467	19301	19499	Female	2004-03-15	2007-07-20	
24468	19301	19237	Male	2003-07-01	2009-06-23	
24469	19303	19207	Male	2004-01-01	2009-10-06	
24470	19299	19841	Female	2004-02-15	2012-02-24	
24471	19299	19798	Female	2004-03-15	2014-02-09	
24472	19301	19727	Female	2004-01-01	2014-01-21	
24476	19296	19150	Female	2003-07-01	2010-04-09	
24478	19315	19779	Female	2004-02-01	2005-03-08	
24479	19301	19790	Female	2004-04-15	2012-03-01	
24480	19296	19204	Male	2003-10-01		2005-09-01 09:30
24481	19301	19199	Male	2004-01-15	2010-07-16	
24482	19296	19151	Male	2004-03-15	2011-03-15	
24483	19296	19253	Female	2004-06-15	2014-11-11	
24484	19296	19309	Male	2003-09-01	2005-05-15	
24486	19296	19825	Male	2003-01-01	2009-11-24	
24487	19301	19794	Male	2003-11-01	2004-08-14	
24490	18666	14132	Male	2004-08-19	2004-08-19	
24492			Male	2004-07-23	2004-07-23	
24495	18666	16310	Male	2004-09-03	2004-09-03	
24496			Female	2004-07-20	2004-07-27	
24497	19147	19521	Male	2004-07-30		2005-11-01 18:00
24498		19154	Male	2004-07-30		2009-04-27 08:00
24499	17491	19655	Male	2004-02-15	2010-07-25	
245			Female		1964-07-15	
24501	16412	17056	Female	2004-03-15	2014-07-09	
24502	17645	17003	Male	2003-11-01	2009-07-06	
24503	17673	17617	Female	2004-06-15	2004-08-24	
24504	17673	17469	Female	2004-07-01	2016-04-04	
24505	17673	17469	Male	2004-07-01	2008-06-10	
24506	17645	17658	Male	2004-04-01	2011-04-26	
24507	17738	17775	Male	2004-05-15	2005-09-09	
24508	17673	17185	Female	2004-03-15	2017-06-30	
24509	17673	17698	Female	2004-04-01	2011-08-26	
24511	17645	17596	Female	2004-02-15	2012-09-27	
24514	17645	17648	Male	2004-02-01	2012-07-11	
24515	17414	17603	Female	2004-02-15	2016-04-22	
24517	17645	17650	Female	2004-02-01	2014-01-07	
24518	17751	17598	Female	2004-02-01	2014-10-31	
24519	17645	17700	Male	2004-02-15	2015-04-21	
24520	17414	17283	Female	2004-03-01	2016-05-03	
24521	17751	17665	Female	2004-04-01	2014-03-26	
24522	17673	17733	Male	2004-03-01	2010-09-24	
24523	17673	17221	Female	2004-03-01	2005-07-11	
24525	17673	17678	Male	2004-02-01	2010-02-26	
24526	17751	17651	Male	2004-03-01	2014-12-03	
24527	17673	17717	Male	2004-01-01		2009-04-27 08:00
24528	17414	17615	Female	2004-03-01	2007-04-10	
24529	17738	17683	Male	2004-05-01	2011-12-23	
24530	17673	17778	Male	2003-11-01	2010-09-30	
24534	17645	17420	Female	2004-01-01	2014-12-04	
24537		20342	Male	2004-06-15	2005-01-11	
24538	19268	19672	Female	2004-07-26	2010-06-04	
24539	18818	18590	Male	2004-04-06	2010-04-01	
24540		17065	Male	2004-08-01	2009-05-19	
24541	18843	19193	Male	2004-01-01	2015-07-17	
24542	17491	19678	Male	2004-04-01	2007-11-02	
24543	19621	21953	Female	2004-06-08	2017-03-07	
24544	16412	17036	Female	2004-01-01	2008-07-10	
24545			Female	2004-08-07	2004-08-09	
24548	21936	14879	Male	2004-08-12	2012-03-07	
24549	18666	15242	Female	2004-08-13	2015-03-05	
24551	17644	16733	Unknown	2004-08-13	2004-08-13	
24552		19141	Male	2004-08-14	2012-07-25	
24553	18841	18840	Male	2004-07-24	2014-07-17	
24554	18813	18895	Male	2003-11-01	2010-07-27	
24556	18835	18659	Female	2004-03-01	2015-12-28	
24557	18835	18736	Male	2003-12-01	2011-04-19	
24558	18818	18878	Female	2004-02-01	2016-01-14	
24560	18850	18716	Female	2003-12-01	2012-10-01	
24562	18850	18875	Female	2004-01-01	2004-10-15	
24563	18835	18769	Male	2003-10-01	2011-02-16	
24564	18835	18684	Male	2004-03-01	2009-12-24	
24571	18835	18664	Female	2004-07-01	2017-08-11	
24573	18818	18727	Female	2004-03-15	2009-10-29	
24574	18818	18480	Female	2004-02-01	2010-04-05	
24575	18818	18880	Male	2004-03-01	2015-04-20	
24576	18850	18775	Male	2004-03-01	2010-01-07	
24577	18854	18506	Female	2003-12-01	2012-02-16	
24578	18816	18218	Female	2003-11-01	2014-05-19	
24580	18835	18388	Male	2003-12-01		2009-04-27 08:00
24581	18818	18212	Male	2004-03-01	2004-11-08	
24582	18841	18703	Male	2004-03-01	2010-07-21	
24584	18818	18817	Female	2004-03-01	2004-10-14	
24585	18835	18735	Female	2003-12-01	2010-12-12	
24586	18835	18842	Female	2004-07-24	2011-06-06	
24587		20242	Male	2004-07-25	2004-09-24	
24588	22178	22201	Female	2004-08-07	2014-03-18	
24589			Female	2004-07-01	2005-05-27	
24591		20449	Male	2004-08-20	2010-11-04	
24593	20368	21946	Male	2004-03-01	2015-02-13	
24594			Female	2004-04-28	2004-08-28	
24596			Female	2004-08-24	2004-08-31	
24597	18375	20430	Female	2004-06-04	2006-02-08	
24599	21588	21574	Male	2004-04-05	2004-12-21	
24601			Female		2004-09-08	
24602	16538	18397	Male	2004-09-09	2012-06-05	
24603		19465	Male	2004-09-11		2008-02-14 14:30
24606		20380	Male	2004-07-16	2004-09-17	
24607		21078	Male	2004-08-08	2004-09-17	
24608	21939	16622	Male	2004-09-18	2004-09-18	
24609	20309	21736	Male	2004-06-15	2007-12-27	
24610	17644	18389	Female	2004-09-21	2014-02-14	
24611	17491	16193	Female	2003-12-17	2012-05-29	
24612	17491	19652	Female	2004-04-01	2012-12-06	
24613	17491	16707	Female	2004-04-01	2014-09-04	
24614	17491	20379	Male	2004-04-15	2010-08-11	
24615	17491	16172	Female	2003-12-17	2011-01-19	
24616	17491	20384	Male	2003-12-17	2010-06-09	
24617	17491	16209	Male	2003-12-17	2010-06-14	
24618	16609	19949	Female	2004-09-25	2004-11-18	
24619	16412	17100	Male	2004-05-25		2008-02-14 14:30
24620			Female	2004-09-12	2004-09-26	
24640	20368	21928	Male	2004-05-28	2009-12-04	
24674		21068	Male	2004-09-01	2004-10-03	
24675	21588	21582	Female	2004-03-01	2009-10-22	
24676	21588	21592	Male	2004-04-01	2008-05-07	
24677	21588	21575	Male	2004-03-01	2010-06-11	
24678		22878	Male	2004-07-01		2005-12-21 05:00
24679		21408	Female	2004-04-01	2005-09-30	
24680			Male	2004-04-01		2007-01-09 10:05
24681		20655	Female	2004-05-08	2006-04-13	
24682	21908	20727	Male	2004-04-01	2008-07-02	
24683		21724	Male	2004-07-09	2005-01-13	
24684	16476	15869	Male	2004-10-10	2007-11-20	
24685		18040	Male	2004-10-12	2007-05-22	
24686	20257	21145	Male	2004-03-15	2013-12-26	
24687	18621	17759	Female	2004-10-14	2004-12-01	
24688	16476	15200	Female	2004-10-15	2004-12-07	
24689	21939	16258	Female	2004-10-21	2004-12-07	
24690		21098	Male	2004-02-26	2005-01-11	
24691	19264	21142	Female	2004-07-01	2014-07-29	
24692	17644	15451	Female	2004-11-19	2004-11-19	
24694	21891	20252	Female	2004-01-01	2015-11-20	
24695	21891	20235	Female	2004-01-01	2017-01-18	
24697	21891	20236	Male	2004-01-01	2009-06-03	
24698	21941	16523	Male	2004-10-30	2010-05-05	
24699	19621	21238	Female	2004-05-08	2010-03-12	
24700	16454	17095	Female	2004-06-01	2008-07-08	
24701	14931	20437	Female	2004-11-09	2007-10-16	
24702	21192	21538	Male	2004-09-07	2005-10-14	
24704	19621	21228	Male	2004-04-01	2005-02-14	
24706	19621	21944	Male	2004-04-01	2009-12-30	
24707	18621	13505	Male	2004-11-11	2004-11-11	
24708	18621	15762	Male	2004-11-12	2010-06-23	
24709	17644	16218	Male	2004-11-12	2013-03-20	
24710	20360	18398	Male	2004-11-14	2004-11-14	
24711	19858	22401	Female	2004-07-13	2007-04-26	
24712		15942	Male	2004-11-16	2004-11-16	
24720	16538	15527	Female	2004-11-23	2009-08-03	
24721		22206	Male	2004-11-23	2004-11-23	
24722	20257	21156	Male	2004-04-01	2008-11-19	
24723	20257	21121	Female	2004-02-01	2014-07-11	
24724	20257	21114	Male	2004-01-01	2012-04-10	
24725	20257	21144	Female	2004-04-01	2012-10-08	
24726	20257	21126	Female	2004-04-01	2014-02-18	
24727			Male	2004-07-27	2004-11-28	
24728	20360	15897	Male	2004-12-14	2004-12-14	
24729	21941	19689	Female	2004-12-15	2016-12-16	
24730	16327	16197	Male	2004-08-19	2010-05-25	
24731	16327	16229	Male	2004-10-19	2012-05-03	
24732			Unknown	2004-12-03	2004-12-20	
24736	19145	22181	Male	2004-12-22	2009-05-06	
24737	21939	16435	Male	2004-12-23		2006-09-27 10:00
24738			Female	2004-12-26	2004-12-26	
24739	20016	20316	Female	2004-05-26	2009-05-11	
24741			Female	2004-12-24	2004-12-24	
24742	16609	17953	Male	2004-12-29	2006-08-23	
24743		18804	Female	2004-09-01	2005-01-18	
24744	21756	21839	Female	2005-01-01	2009-10-26	
24745	16494	17137	Female	2004-03-03	2015-04-03	
24746	16445	17287	Male	2004-03-03	2010-09-01	
24747	22178	22182	Male	2004-04-01	2009-07-13	
24748	22178	22179	Male	2004-06-01	2011-03-04	
24749	22178	22207	Male	2004-01-01	2015-12-18	
24751	19147	19692	Male	2004-07-13	2010-12-17	
24752	19147	19800	Female	2004-08-01	2018-08-23	
24753	22213	22205	Male	2005-01-06	2011-12-02	
24754	17992	20176	Male	2004-02-01	2010-06-15	
24755	17992	20154	Female	2004-02-01	2016-04-13	
24757	17992		Female	2004-01-01	2008-11-14	
24758	17992		Male	2004-01-15	2006-02-18	
24759	17992		Male	2004-01-15	2009-10-27	
24760	17992	20404	Female	2004-01-01	2013-07-23	
24761	17992	20965	Male	2004-02-01	2010-02-25	
24762	16327	20373	Female	2004-07-16	2006-03-28	
24763	21192	21545	Female	2004-04-01	2009-11-05	
24764	20250	21857	Male	2004-04-01	2008-09-18	
24765	21077	21082	Male	2004-04-01	2007-05-09	
24766	21204	21179	Male	2004-04-01		2009-04-27 08:00
24767	20250	21092	Male	2004-04-01	2013-11-08	
24768			Male	2005-01-19	2005-01-19	
24769	20360	19969	Female	2005-01-24	2016-11-29	
2477	801	274	Male	1966-06-09	1999-08-10	
24770	20096	20448	Male	2004-03-01	2008-07-25	
24771	20096	20454	Male	2003-12-01	2017-10-10	
24772	18375		Female	2003-12-01	2005-02-14	
24774	19510	19520	Male	2004-04-15	2010-07-07	
24775		21082	Male	2005-01-25	2005-01-25	
24776	19264	20205	Male	2005-01-21	2009-10-22	
24777	18666	17187	Female	2005-01-31	2011-08-02	
24778	21936	15578	Female	2005-02-18	2005-02-18	
24779			Unknown	2005-02-02	2005-02-02	
2478	1213	96	Female	1966-06-09	1966-11-08	
24780		16599	Male	2004-07-01	2005-04-05	
24781	16609	16530	Female	2005-02-09	2012-01-23	
24782	19147	19913	Male	2005-02-06	2009-12-22	
24783	19858	19682	Female	2005-01-24	2006-09-25	
24784			Male	2004-07-01	2006-01-18	
24785	19858	16696	Female	2004-12-01	2017-04-05	
24786	19858	19559	Male	2005-01-24	2012-02-06	
24787			Unknown	2005-02-12	2005-02-12	
24788	18621	18349	Female	2005-03-07	2005-03-07	
24789		20458	Male	2005-02-15	2005-02-15	
2479	1521	233	Male	1966-06-09	1966-06-09	
24790		18205	Female	2005-02-16	2005-02-16	
24791	21941	20882	Female	2005-02-18	2005-02-18	
24792		20050	Male	2005-02-20	2005-02-26	
24793			Female	2005-02-23	2005-02-23	
24794	16476	14695	Female	2005-02-25	2012-01-31	
24795		17047	Female	2005-02-24	2005-03-01	
24796	19858	19593	Male	2005-02-27	2014-04-03	
24797			Female	2005-03-03	2005-03-03	
24798		18574	Male	2005-03-03	2005-03-03	
24799	21941	14623	Male	2005-03-04	2012-07-02	
2480	1999	2068	Male	1966-06-10	1966-06-10	
24800		20427	Female	2005-02-28	2012-02-13	
24801		20175	Female	2005-03-05	2005-03-05	
24802	19855	21950	Male	2005-03-03	2015-07-02	
24804		22062	Male	2005-03-08	2005-03-08	
24805		19072	Male	2005-03-13	2005-03-13	
24806	18375	20456	Female	2005-03-14	2015-03-13	
24807	18666	19761	Male	2005-03-17	2010-01-13	
24808	21892	20766	Male	2005-03-17	2010-11-19	
24809			Male	2005-03-17	2005-03-17	
2481	1525	2051	Male	1966-06-10	1966-06-10	
24810			Female	2005-03-18	2005-03-18	
24811	19147	17500	Female	2005-02-28	2012-03-07	
24817		16599	Female	2005-03-21	2005-03-21	
24818	20250	21086	Male	2005-03-13	2012-07-23	
24819			Male	2005-03-23	2005-03-25	
24820		21795	Female	2005-03-25	2012-02-14	
24821		19537	Female	2005-03-22	2012-01-20	
24822			Male	2005-03-28	2005-03-28	
24823	16327	19677	Male	2004-03-25	2010-09-17	
24824	16327	20390	Female	2004-03-25	2016-04-08	
24825	16327	16176	Female	2004-03-25	2015-08-14	
24826	16339	16146	Female	2004-03-25	2006-08-07	
24827	16327	20389	Male	2004-03-25	2013-02-01	
24828	16327	19656	Male	2004-04-25	2008-06-24	
24829		19657	Female	2005-03-21	2012-01-13	
2483	580	2069	Female	1966-06-13	1966-06-13	
24830			Female	2005-03-29	2005-03-31	
24831		15477	Female	2005-03-29	2005-04-02	
24832		21022	Male	2005-04-03	2012-10-18	
24833		20214	Male	2005-03-19	2005-09-22	
24834			Female	1992-04-04	2006-04-07	
24835			Female	1996-03-15	2008-04-14	
24836			Female	2002-03-26	2008-05-21	
24837			Female	2001-06-19	2011-09-28	
24838			Female	1995-04-13	2005-05-24	
24839			Female	1995-04-02	2011-06-22	
2484	2005	239	Female	1966-06-14	1966-06-14	
24840			Female	1995-05-15	2012-04-18	
24841			Female	1999-04-13	2009-06-03	
24842			Female	1995-04-18	2012-11-13	
24843			Female	1994-03-27	2007-09-12	
24844			Female	1994-03-16	2010-01-27	
24845			Female	1998-01-01	2009-06-04	
24846			Female	2001-05-14	2012-02-02	
24847			Female	2000-05-10	2008-08-12	
24848			Female	1999-04-14	2007-10-29	
24850			Female	1994-03-30		2010-01-08 08:00
24851			Female	1998-05-04	2009-03-02	
24852			Female	1999-05-16	2011-03-30	
24853			Female	2000-03-18	2010-10-20	
24854			Female	2000-11-09	2010-12-01	
24855			Female	2000-05-25	2012-02-02	
24856			Female	2000-05-31		2009-04-01 00:00
24857			Female	2000-05-19	2010-01-29	
24858			Female	1994-04-22	2006-09-12	
24859			Female	2000-06-30	2010-02-08	
24860			Female	2000-04-23		2009-04-01 00:00
2487			Female		1966-06-27	
24873	20250	21078	Female	2005-04-04	2012-05-22	
24874	21941	15066	Male	2005-04-21	2005-04-21	
24875	16412	17036	Male	2005-04-05	2011-11-15	
24876			Unknown	2005-04-08	2005-04-08	
24877			Male	2005-04-08	2005-04-08	
24878		19287	Female	2005-04-06	2005-09-28	
24879	16951	20411	Female	2005-03-09	2012-10-04	
2488			Female		1975-07-03	
24880	19147	18469	Female	2005-03-23	2016-03-23	
24881		23002	Female	2005-04-10	2005-04-10	
24882	16604	16321	Female	2005-05-28	2005-05-28	
24883		22601	Female	2005-04-14	2005-04-14	
24884		21592	Male	2005-04-15	2005-04-16	
24885	22650	22618	Male	2005-04-17	2011-06-30	
24886		20380	Male	2005-04-18	2005-04-18	
24887		20331	Female	2005-04-18	2005-04-18	
24888		21172	Female	2005-04-16		2009-03-02 07:30
24889			Male	2005-04-19	2005-04-19	
2489			Female		1968-04-17	
24891		21945	Male	2005-04-20	2005-04-20	
24892	19621	21945	Male	2005-04-20	2011-08-30	
24893	22611	22610	Female	2005-04-20	2016-07-27	
24894	22650	22502	Female	2005-04-18	2015-01-21	
24895	21939	15461	Male	2005-04-21	2012-03-05	
24896	16609	14293	Male	2005-04-22	2010-08-13	
24897	21025	16060	Female	2005-04-19	2012-02-17	
24898		21198	Female	2005-04-23	2005-07-26	
24899			Male	2005-04-26	2005-04-26	
249			Female		1974-03-21	
2490			Female		1968-04-16	
24901			Male	2005-04-27	2005-04-27	
24902		20459	Female	2005-04-27	2005-10-10	
24903	22429	21576	Female	2005-04-26	2016-05-03	
24904		19799	Male	2005-03-28	2005-07-18	
24905		19743	Female	2005-04-29	2005-04-29	
24906	16445	22986	Male	2005-05-02	2010-09-23	
24907	21939	17397	Male	2005-05-04		2006-08-15 10:30
24908		21882	Male	2005-05-04	2005-05-04	
2491			Female		1969-08-20	
24910		21584	Male	2005-05-05	2005-05-05	
24911			Male	2005-04-25	2005-05-05	
24912	23542	21322	Female	2005-05-06		2009-03-02 07:30
24913			Male	2005-05-06	2005-05-06	
24914	16951	14640	Male	2005-04-01	2018-08-22	
24915	19858	17912	Female	2005-03-20	2008-01-14	
24916		18944	Male	2005-05-08	2010-10-07	
24918	22650	22598	Female	2005-05-10	2014-02-27	
