ID	DAM	SIRE	SEX	BIRTHDATE
24796	19593	19858	M	20050227
24807	19761	18666	M	20050317
24818	21086	20250	M	20050313
24824	20390	16327	F	20040325
24827	20389	16327	M	20040325
24893	22610	22611	F	20050420
24918	22598	22650	F	20050510
24922	21585	21588	M	20050215
24934	22434	22650	M	20050415
24938	22435	22650	M	20050315
24939	22461	22506	F	20050401
24941	22465	22650	F	20050415
24959	22612	22447	F	20050514
24989	23344	16445	F	20050525
24994	21723	16445	M	20050527
24999	20441	20096	M	20050524
25000	20300	20202	M	20050601
25033	23001	19264	M	20050521
25036	20965	17992	F	20050603
25049	22596	16445	F	20050516
25104	19680	20715	M	20050623
25120	19678	20202	F	20050615
25142	19742	19315	M	20050320
25145	19198	19296	M	20050710
25147	18906	19315	M	20050601
25148	19812	19315	M	20050710
25150	19727	19296	M	20050601
25153	19204	19296	F	20050401
25156	19837	19315	F	20050319
25158	19808	19315	M	20050319
25159	19825	19315	M	20050401
25161	19499	19315	F	20050320
25162	19791	19315	M	20050120
25163	19262	19315	F	20050425
25164	19208	19296	F	20050401
25165	19790	19296	F	20050501
25168	19736	19296	F	20050420
25170	19770	19296	M	20050602
25174	19277	19315	M	20050411
25176	19774	19315	M	20050315
25180	19835	19315	M	20050710
25182	19211	19315	F	20050320
25183	19771	19296	F	20050225
25184	19834	19315	M	20050721
25207	18205	18607	M	20050601
25208	18210	18607	F	20050401
25210	18008	18607	F	20050601
25212	17745	18607	M	20050601
25222	17943	18607	M	20050319
25224	18241	18607	F	20050731
25227	18072	18587	M	20050401
25228	17857	18607	M	20050601
25249	20044	19264	M	20050115
25251	17111	22594	F	20050315
25253	17088	22594	F	20050315
25254	17056	22594	F	20050315
25278	17722	22567	F	20050415
25292	21817	22620	F	20050825
25313	18590	18841	F	20050515
25323	19193	18841	M	20050506
25337	21188	19510	F	20050510
25364	16203	20202	F	20050815
25393	16479	18666	F	20050928
25411	21116	20309	F	20050315
25416	21036	20309	M	20040701
25417	19502	16242	F	20050616
25420	19230	16242	F	20050401
25421	18825	19268	F	20050401
25424	20350	16242	F	20050401
25434	16149	20202	F	20050515
25491	16180	18666	M	20051028
25514	21100	20250	F	20050301
25520	21179	20250	F	20050215
25521	19655	20202	F	20050301
25522	19652	20202	M	20050301
25526	16187	20202	M	20050201
25527	16209	20202	M	20050201
25528	20333	20202	M	20050401
25533	19519	19510	F	20050701
25541	17998	21016	M	20051121
25575	16674	18666	F	20060306
25587	19199	19315	F	20060310
25610	22562	22337	M	20060330
25653	21182	20250	M	20060406
25661	22484	22506	M	20060426
25662	16325	18666	F	20060429
25667	23230	23145	M	20060430
25676	22610	22611	M	20060308
25688	22599	22611	F	20060401
25691	23025	22325	F	20060415
25692	23097	22325	M	20060501
25693	23190	22325	M	20060501
25694	23002	22325	F	20060415
25695	23207	22325	F	20060415
25696	23036	22325	M	20060510
25698	23198	22325	F	20060415
25699	23264	22325	M	20060415
25700	18590	18818	F	20060501
25708	23064	23145	M	20060505
25710	23023	23145	F	20060501
25711	23049	23145	M	20060505
25712	23063	23145	M	20060425
25713	23197	23145	F	20060425
25715	23234	22323	M	20060415
25716	22988	22606	M	20060515
25718	23047	23145	M	20060401
25737	17953	16604	F	20060519
25739	22464	22456	M	20060501
25740	22656	22551	M	20060501
25741	22276	22506	M	20060508
25742	22435	22506	M	20060423
25743	22604	22645	F	20060521
25745	22333	22506	M	20060508
25747	21709	19264	M	20060301
25751	22465	22506	M	20060508
25754	22461	22551	M	20060508
25757	22503	22650	F	20060501
25766	22292	22175	M	20060521
25780	18072	23247	F	20060529
25782	21100	20203	F	20060504
25784	20729	20324	F	20060521
25786	16518	22603	F	20060306
25821	21738	19276	M	20060415
25823	21040	19276	F	20060501
25827	21736	20757	F	20060610
25836	21038	20757	M	20060618
25845	21027	19660	F	20060415
25848	21137	20324	F	20060401
25850	21735	20796	M	20060401
25851	21875	21061	F	20060501
25853	21748	20324	F	20060601
25855	21718	21061	F	20060501
25859	21039	20757	F	20060415
25860	21043	20757	F	20060401
25861	21029	19660	M	20060620
25863	21026	21061	F	20060201
25864	21437	20324	F	20060501
25867	21744	20324	F	20060618
25869	21041	21197	M	20060618
25874	21917	20324	M	20060621
25879	22041	20203	F	20060425
25882	20171	17992	M	20060427
25894	19502	16242	M	20060606
25897	21536	20250	F	20060201
25964	23255	22325	F	20060615
25979	17469	23128	F	20060315
25999	19682	19147	F	20060622
26012	21540	20203	M	20060215
26017	21179	20250	F	20060215
26025	18147	18607	F	20060201
26026	17943	18607	F	20060701
26027	17874	18607	M	20060701
26029	18105	18607	F	20060715
26031	18087	18607	F	20060301
26036	18008	18607	M	20060501
26039	17686	18607	M	20060601
26040	18241	18607	M	20060701
26044	18090	18607	M	20060301
26045	18167	18607	M	20060201
26046	18129	18065	F	20060401
26047	18133	18607	F	20060101
26048	18095	18607	F	20060501
26056	19679	20202	M	20060508
26057	16193	20202	M	20060605
26062	21188	19510	M	20060301
26065	19655	20202	M	20060601
26066	21193	20202	F	20060801
26069	17944	18607	F	20060808
26074	18917	19315	F	20051015
26077	19198	19296	M	20060315
26079	19215	19315	F	20060811
26080	19499	19315	F	20060715
26081	19739	19296	M	20060115
26088	19825	19315	M	20060415
26090	19151	19315	F	20051201
26092	19319	19315	F	20051201
26093	19835	19315	F	20060315
26096	18953	19315	M	20060315
26097	19790	19299	M	20060315
26098	19808	19315	F	20060415
26106	22241	22741	M	20060724
26117	22815	22325	F	20060401
26123	23001	22325	M	20060501
26128	23169	23145	M	20060501
26132	20379	20202	F	20060501
26133	22630	22611	M	20060801
26138	20333	20202	M	20060615
26139	20370	20202	F	20060115
26140	16187	20202	M	20060315
26141	16172	20202	F	20060415
26142	19678	20202	M	20060215
26143	20384	20202	M	20060215
26144	22598	22506	M	20060515
26148	23975	23161	M	20060501
26168	23204	22335	M	20060905
26237	23402	23022	M	20061228
26238	23785	23022	M	20061228
26274	23944	23022	F	20070204
26275	23913	23022	F	20070125
26287	23903	23022	M	20070201
26320	23888	23022	M	20070301
26321	22595	22603	F	20061001
26333	22287	23003	F	20070320
26337	22656	22506	F	20070323
26366	21743	19660	F	20070420
26377	21540	20250	M	20070323
26392	23763	21878	M	20070510
26401	21179	20203	F	20070416
26412	20370	20202	F	20070422
26423	22677	22662	F	20070526
26450	21536	20203	F	20070511
26461	23747	23748	F	20070320
26472	18026	21016	F	20070618
26479	23760	24007	M	20070515
26480	23831	23022	M	20070215
26481	23886	23022	M	20070315
26482	23901	23022	F	20070215
26483	16203	20202	F	20070621
26499	22610	23003	M	20070617
26500	22644	23167	F	20070401
26503	22994	22325	M	20070620
26507	23002	22325	M	20070601
26508	23264	22325	F	20070601
26509	23266	24153	F	20070520
26510	23036	22325	F	20070601
26511	23190	22325	F	20070520
26513	23011	22325	F	20070601
26514	23133	22979	M	20070520
26515	23121	22325	M	20070201
26522	17683	23128	M	20070315
26524	17656	23128	M	20070415
26545	17775	23128	M	20070401
26552	22988	22323	F	20070630
26554	23199	23145	F	20070515
26557	23023	23145	M	20070301
26566	22434	22506	F	20070315
26567	22435	22506	M	20070315
26568	22464	22506	M	20070401
26575	22465	22506	F	20070401
26585	21839	22741	F	20070426
26593	19811	23213	F	20070701
26597	19281	23209	F	20070401
26598	19834	23191	F	20070515
26603	19283	23213	M	20070515
26604	19319	19315	M	20070415
26605	19208	19296	F	20070215
26607	19840	23191	M	20070615
26612	19825	19315	F	20070401
26613	19774	19296	F	20061215
26618	19742	19315	M	20070115
26621	19773	19296	F	20070615
26622	19151	19315	M	20070215
26623	19793	19315	M	20070701
26624	19277	23191	M	20070415
26625	19727	23195	M	20070315
26627	19770	19315	M	20070115
26630	19771	19296	M	20070315
26639	19780	19315	M	20070720
26649	16209	20202	F	20070515
26650	16193	20202	M	20070515
26652	16187	20202	F	20070415
26653	19678	20202	M	20070515
26654	20333	20202	F	20070701
26655	20384	20202	F	20070415
26656	24393	20202	M	20070415
26658	16172	20202	F	20070415
26673	18590	18818	M	20070515
26680	19193	18818	F	20070301
26709	18122	18607	M	20070501
26712	18222	18607	F	20070201
26714	18201	18607	M	20061201
26718	18072	18796	M	20070301
26721	17943	18607	M	20070601
26726	18111	18607	M	20070201
26728	18129	18599	M	20061201
26730	18151	23232	M	20070201
26731	17573	18607	F	20070301
26732	18090	18607	F	20070301
26735	18175	23232	F	20061201
26747	24476	22335	M	20070616
26749	23160	22212	F	20070817
26765	16146	21484	M	20070101
26789	21735	21061	F	20070301
26796	21738	19660	M	20070401
26798	21043	21061	M	20070401
26804	21770	20324	F	20070601
26807	21027	20324	M	20070401
26808	21036	21197	F	20070401
26809	22623	21061	M	20070401
26811	21029	20757	F	20070401
26812	21039	21056	F	20070301
26821	22060	20250	M	20070401
26823	21545	20203	M	20070201
26824	22041	20203	F	20070415
26833	20350	23733	F	20070515
26844	23344	21798	M	20070401
26845	20164	17992	M	20070201
26846	20171	21798	M	20070401
26847	20389	21484	F	20070401
26848	23426	21484	M	20070401
26849	21604	21798	M	20070301
26850	22596	21798	M	20070301
26865	19204	19296	F	20070827
26905	23155	22216	F	20070701
26921	23754	21878	F	20070315
26922	23845	21878	M	20070715
26924	23769	22335	F	20070515
26927	23770	22335	M	20070415
26952	22630	22453	M	20080205
26963	17722	23105	M	20080228
26989	23234	22323	F	20080318
27002	23097	22325	M	20080321
27012	22994	22325	F	20080325
27016	23886	23940	M	20080326
27026	23060	23145	F	20080329
27031	23747	23928	M	20080319
27045	23785	23022	F	20080306
27046	23401	23022	F	20080406
27048	23442	23940	F	20080325
27050	23944	23022	M	20080315
27051	23903	23022	F	20080401
27052	23806	23022	M	20080401
27053	23402	23938	F	20080325
27054	23705	23022	F	20080401
27056	23948	23022	M	20080401
27057	24069	23022	M	20080325
27058	23553	23022	M	20080401
27061	22434	22506	F	20080408
27063	22435	22506	F	20080408
27064	22461	22551	F	20080406
27068	23067	22325	F	20080410
27083	24434	24004	M	20080408
27086	24120	24004	M	20080408
27116	21540	23624	M	20080422
27119	21545	24703	M	20080425
27130	25163	23191	M	20080501
27146	24268	23999	M	20080407
27158	21604	21798	M	20080508
27160	20171	24731	F	20080508
27164	22813	22741	F	20080423
27171	24500	21089	M	20080501
27211	23645	21878	M	20080526
27264	20370	20202	F	20080315
27265	21193	20202	M	20080601
27267	16187	20202	M	20080215
27268	20384	20202	F	20080315
27269	24386	24353	F	20080608
27272	21043	21056	M	20080501
27274	21765	20324	M	20080415
27278	21493	21061	M	20080415
27283	21742	21061	F	20080501
27284	21036	20758	F	20080515
27286	21748	21061	F	20080401
27287	21875	20324	F	20080401
27290	21039	20757	M	20080515
27291	21732	20324	M	20080622
27292	21041	20758	F	20080515
27296	21744	21061	M	20080601
27298	21040	20757	F	20080315
27305	21717	21061	F	20080315
27310	21029	21197	F	20080515
27329	19215	23191	F	20080301
27335	19253	19315	F	20080705
27339	19737	19296	M	20080201
27340	19198	19296	F	20080201
27342	19199	19315	F	20080301
27348	19283	23191	M	20080615
27349	19727	23195	F	20080603
27418	23939	23756	M	20080515
27422	17968	23232	M	20080401
27426	18072	23247	M	20080501
27427	18149	23232	F	20080415
27495	22465	22456	F	20080415
27497	23133	22325	F	20080701
27498	18917	19315	F	20080724
27525	24472	24450	M	20080501
27534	24372	24377	M	20080801
27542	24270	24353	M	20080415
27546	24365	24353	M	20080515
27643	22276	22456	M	20080715
27651	23206	23569	M	20061001
27654	23205	23933	M	20070101
27658	23246	23933	M	20070101
27660	23252	23447	F	20080501
27663	23187	23569	F	20080401
27665	23227	22212	F	20061201
27667	23200	22212	F	20061201
27670	22679	22212	M	20070401
27683	23732	22216	F	20080801
27687	23211	22212	F	20070601
27690	22766	23569	M	20071101
27693	23252	23933	F	20061101
27696	22446	22212	M	20080201
27697	23985	24494	M	20080201
27705	23742	23022	M	20080415
27710	22610	23210	M	20081217
27712	23888	23022	F	20080601
27748	23837	23022	F	20090223
27758	23174	22777	M	20090228
27763	21100	20203	M	20090303
27764	21538	20203	F	20080815
27765	21086	24703	F	20090302
27793	24941	23176	M	20090320
27796	20331	24096	F	20080503
27798	21130	21061	F	20090327
27800	22503	22456	M	20090227
27807	22042	24827	F	20090223
27816	24571	24436	F	20090401
27826	22604	22453	F	20090407
27844	23233	22325	M	20090310
27883	22464	23210	M	20090116
27886	22656	22777	F	20090101
27891	23695	23022	F	20090419
27892	23442	23022	F	20090410
27893	23395	23022	M	20071127
27896	23688	23022	M	20090327
27897	23785	23938	F	20090408
27899	23825	23938	M	20080327
27910	21738	20324	M	20090328
27948	20033	21798	M	20090502
27949	22204	21798	F	20080201
27950	24755	21798	F	20080401
27968	25421	23733	M	20090510
27971	24186	23733	M	20090413
27972	25420	16242	M	20080215
27973	19692	16242	F	20080615
27975	21830	23733	F	20090401
27977	22401	23733	M	20080115
27978	25424	23733	M	20080315
27981	22401	24096	F	20090511
27983	22434	22456	M	20090301
27986	22333	22456	M	20090501
27989	22435	22456	M	20090115
27990	22461	22456	M	20090501
28036	22679	22212	M	20090209
28040	23227	23660	F	20090406
28041	23211	23321	M	20090420
28044	23206	24494	M	20090309
28045	22766	22216	M	20090504
28047	23246	24494	M	20090504
28052	22446	23321	F	20090531
28059	23200	23321	F	20090310
28060	23155	22212	M	20090505
28062	23160	23321	F	20090407
28064	23205	22212	F	20090505
28093	25224	17414	M	20090601
28098	25153	23105	M	20090415
28100	25208	23105	M	20090215
28101	24488	24455	F	20080515
28103	24386	23105	F	20090515
28114	19198	23105	M	20090415
28123	24363	23105	F	20090519
28150	18111	24400	M	20090426
28156	24380	23108	M	20090601
28159	24479	24455	F	20080801
28164	24270	23108	M	20090601
28169	24374	23108	F	20090401
28170	24406	23108	M	20090301
28176	24472	23222	F	20090615
28177	25183	24999	M	20090201
28180	25120	23108	F	20090615
28181	24451	24450	F	20080601
28187	19785	17738	M	20090501
28189	25278	24357	F	20090615
28190	24411	24357	M	20090627
28235	21905	21061	F	20090709
28238	21900	21061	F	20090601
28243	21020	21061	M	20090223
28245	21735	21197	F	20090323
28247	25411	21061	F	20090517
28250	21040	21061	M	20090517
28256	21916	23603	F	20090420
28257	21917	23603	M	20090420
28258	21137	23616	M	20090324
28264	21041	21197	F	20090616
28265	21116	20324	M	20090324
28268	21036	21061	F	20090630
28270	21043	21061	M	20090630
28272	21029	21197	F	20090713
28275	21869	21061	M	20090324
28276	21027	21197	F	20090324
28364	17944	18607	M	20080604
28365	18201	18607	F	20080704
28369	18100	24400	F	20090404
28371	18129	23272	M	20081205
28374	17745	24400	M	20090205
28378	18008	18607	M	20090204
28386	18200	23232	F	20090404
28389	18133	18607	F	20081005
3163			M	19670405
3941			M	19680216
6264			M	19720107
6267			M	19720112
6526			F	
7084			M	
7733			F	
8008			F	19750522
8272			F	19760508
8321			F	
8327			F	
8329			F	
8385			F	
8408			F	
8427			F	
8434			F	
8468			F	
8472			F	
8607			F	
8614			F	
8619			F	
8632			F	
8660			F	19761015
8696			M	
8775			M	19770129
8957			F	
8982			F	
9073			F	
9097			F	
9134			F	
9189			F	19770531
9229			F	19770704
9316			M	19760201
9397			M	
9789			F	19780727
9855			F	19780701
?1			M	
?10			M	
?100			M	
?101			M	
?102			M	
?103			M	
?104			M	
?105			M	
?106			M	
?107			M	
?108			M	
?109			M	
?11			M	
?110			M	
?111			M	
?112			M	
?113			M	
?114			M	
?115			M	
?116			M	
?117			M	
?118			M	
?119			M	
?12			M	
?120			M	
?121			M	
?122			M	
?123			M	
?124			M	
?125			M	
?126			M	
?127			M	
?128			M	
?129			M	
?13			M	
?130			M	
?131			M	
?132			M	
?133			M	
?134			M	
?135			M	
?136			M	
?137			M	
?138			M	
?139			M	
?14			M	
?140			M	
?141			M	
?142			M	
?143			M	
?144			M	
?145			M	
?146			M	
?147			M	
?148			M	
?149			M	
?15			M	
?150			M	
?151			M	
?152			M	
?153			M	
?154			M	
?155			M	
?156			M	
?157			M	
?158			M	
?159			M	
?16			M	
?160			M	
?161			M	
?162			M	
?163			M	
?164			M	
?165			M	
?166			M	
?167			M	
?168			M	
?169			M	
?17			M	
?170			M	
?171			M	
?172			M	
?173			M	
?174			M	
?175			M	
?176			M	
?177			M	
?178			M	
?179			M	
?18			M	
?180			M	
?181			M	
?182			M	
?183			M	
?184			M	
?185			M	
?186			M	
?187			M	
?188			M	
?189			M	
?19			M	
?190			M	
?191			M	
?192			M	
?193			M	
?194			M	
?195			M	
?196			M	
?197			M	
?198			M	
?199			M	
?2			M	
?20			M	
?200			M	
?201			M	
?202			M	
?203			M	
?204			M	
?205			M	
?206			M	
?207			M	
?208			M	
?209			M	
?21			M	
?210			F	
?211			M	
?212			M	
?213			M	
?214			M	
?215			M	
?216			M	
?217			M	
?218			M	
?219			M	
?22			M	
?220			M	
?221			M	
?222			M	
?223			M	
?224			M	
?225			M	
?226			M	
?227			M	
?228			M	
?229			M	
?23			M	
?230			M	
?231			M	
?232			M	
?233			M	
?234			M	
?235			M	
?236			M	
?237			M	
?238			M	
?239			M	
?24			M	
?240			M	
?241			M	
?242			F	
?243			M	
?244			M	
?245			M	
?246			M	
?25			M	
?26			M	
?27			M	
?28			M	
?29			M	
?3			M	
?30			M	
?31			M	
?32			M	
?33			M	
?34			M	
?35			M	
?36			M	
?37			M	
?38			M	
?39			M	
?4			M	
?40			M	
?41			M	
?42			M	
?43			M	
?44			M	
?45			M	
?46			M	
?47			M	
?48			M	
?49			M	
?5			M	
?50			M	
?51			M	
?52			M	
?53			M	
?54			M	
?55			M	
?56			M	
?57			M	
?58			M	
?59			M	
?6			M	
?60			M	
?61			M	
?62			M	
?63			M	
?64			M	
?65			M	
?66			M	
?67			M	
?68			M	
?69			M	
?7			M	
?70			M	
?71			M	
?72			M	
?73			M	
?74			M	
?75			M	
?76			M	
?77			M	
?78			M	
?79			M	
?8			M	
?80			M	
?81			M	
?82			M	
?83			M	
?84			M	
?85			M	
?86			M	
?87			M	
?88			M	
?89			M	
?9			M	
?90			M	
?91			M	
?92			M	
?93			M	
?94			M	
?95			M	
?96			M	
?97			M	
?98			M	
?99			M	
