"id","sire","dam","departure","sex","birth","death"
31877,22023,"19398","","Male","2012-05-24",""
31878,22023,"25476","","Female","2012-05-24",""
31879,22023,"24636","","Male","2012-05-24",""
32137,26191,"25440","","Female","2013-05-09",""
32152,25450,"24639","","Male","2013-05-01",""
32154,22697,"26876","","Female","2013-04-15",""
32908,25450,"18262","","Male","2013-06-01",""
32909,21999,"19398","","Male","2013-05-21",""
32910,24665,"26200","","Female","2013-06-25",""
32911,26891,"23329","","Male","2013-06-01",""
32918,25450,"23312","","Male","2013-05-21",""
32920,25450,"20481","","Female","2013-07-30",""
32927,24665,"23214","","Female","2013-05-21",""
32928,22730,"26899","","Female","2013-05-21",""
33280,26188,"24659","","Male","2014-05-17",""
33283,24665,"26898","","Male","2014-04-30",""
33353,26191,"22736","","Male","2014-06-06",""
33720,24665,"29749","","Female","2014-08-03",""
34030,21999,"26876","","Female","2014-07-11",""
34031,26203,"29748","","Male","2014-07-11",""
34033,22719,"19617","","Female","2014-07-11",""
34034,21269,"29747","","Female","2014-07-11",""
34036,26891,"19403","","Female","2014-09-12",""
34037,26203,"28582","","Female","2014-09-12",""
34038,26203,"17789","","Female","2014-08-12",""
34039,26891,"26176","","Female","2014-04-12",""
34040,26902,"24628","","Female","2014-07-12",""
34042,26203,"27631","","Male","2014-09-12",""
34043,26203,"23214","","Female","2014-09-12",""
34044,26188,"23329","","Male","2014-07-12",""
34045,26879,"28577","","Male","2014-09-12",""
34046,22719,"18262","","Female","2014-07-12",""
34350,19890,"22733","","Male","2015-04-29",""
34351,26191,"25440","","Female","2015-04-30",""
34358,22023,"24636","","Female","2015-01-20",""
34360,26879,"28584","","Female","2015-05-06",""
34362,23327,"26889","","Female","2015-05-17",""
34363,28571,"26195","","Male","2015-05-17",""
34364,22017,"19905","","Female","2015-05-17",""
34366,22017,"27638","","Male","2015-05-18",""
34367,23325,"25457","","Male","2015-05-18",""
34397,19616,"26898","","Female","2015-05-31",""
34570,17797,"29741","","Female","2015-06-24",""
34656,20461,"25479","","Female","2015-06-20",""
34687,20461,"26192","","Female","2015-07-09",""
34688,24026,"29751","","Male","2015-07-29",""
34698,24670,"21246","","Female","2015-07-12",""
34724,24026,"29733","","Female","2015-07-30",""
34746,26191,"26894","","Female","2015-07-21",""
34950,24626,"23337","","Female","2015-05-29",""
34954,28571,"24629","","Male","2015-09-06",""
34961,24665,"29201","","Female","2015-07-17",""
34964,19616,"30774","","Female","2015-09-17",""
34965,21273,"30775","","Female","2015-09-17",""
34967,23327,"29743","","Female","2015-07-17",""
34968,24041,"25476","","Female","2015-08-17",""
34969,22017,"26899","","Female","2015-07-17",""
34971,29740,"22536","","Female","2015-07-17",""
34972,29737,"28588","","Male","2015-04-17",""
34973,23327,"22001","","Male","2015-10-17",""
34974,29737,"25446","","Female","2015-09-17",""
34977,24665,"26200","","Female","2015-08-18",""
34978,29758,"23329","","Male","2015-07-18",""
34979,26879,"30771","","Male","2015-07-18",""
34980,29737,"23304","","Male","2015-07-18",""
34981,29756,"27626","","Female","2015-04-18",""
34982,22017,"19398","","Male","2015-07-18",""
34985,29756,"24628","","Male","2015-07-19",""
34993,24026,"29762","","Male","2015-07-24",""
35249,29737,"28577","","Male","2016-04-26",""
35347,29737,"28577","","Female","2016-05-14",""
35348,24665,"26175","","Male","2016-05-10",""
35350,23327,"18272","","Male","2016-05-14",""
35356,24665,"18262","","Male","2016-05-04",""
35358,24041,"29735","","Male","2016-05-09",""
35749,21278,"22695","","Female","2016-06-27",""
35750,24670,"24645","","Female","2016-07-04",""
36001,24665,"26899","","Male","2016-06-17",""
36003,26884,"24648","","Female","2016-10-05",""
36006,22719,"25461","","Male","2016-06-29",""
36007,28567,"23312","","Male","2016-01-29",""
36008,24665,"25457","","Male","2016-06-29",""
36009,24665,"29202","","Male","2016-08-30",""
36010,30757,"30766","","Female","2016-07-30",""
36011,19616,"24636","","Female","2016-07-09",""
36012,29505,"28594","","Male","2016-05-30",""
36013,29505,"26901","","Female","2016-08-17",""
36014,24041,"30770","","Male","2016-08-30",""
36015,29505,"30769","","Female","2016-08-17",""
36017,28567,"22536","","Female","2016-07-09",""
36018,30764,"29749","","Male","2016-06-30",""
36019,30779,"23337","","Male","2016-06-20",""
36020,28571,"24628","","Female","2016-08-17",""
36021,28571,"31871","","Female","2016-06-26",""
36022,22719,"27631","","Female","2016-06-09",""
36023,29505,"27632","","Female","2016-05-29",""
36024,29505,"23304","","Male","2016-07-31",""
36025,29758,"19403","","Male","2016-08-01",""
36026,29758,"31878","","Male","2016-08-01",""
36027,29505,"21993","","Female","2016-08-01",""
36028,22719,"21998","","Male","2016-07-27",""
36029,24665,"19905","","Female","2016-07-19",""
36030,29760,"26889","","Male","2016-08-01",""
36031,29734,"28584","","Female","2016-08-01",""
36032,29758,"31166","","Male","2016-08-01",""
36033,28571,"29507","","Female","2016-07-27",""
36464,29757,"25446","","Male","2017-05-12",""
36465,31851,"19617","","Female","2017-05-10",""
36466,29740,"23329","","Female","2017-05-12",""
36472,24665,"29747","","Male","2017-05-10",""
36511,24026,"29733","","Male","2017-01-27",""
36638,28567,"29201","","Male","2017-05-30",""
36976,26879,"24628","","Male","2017-05-07",""
36977,26879,"21993","","Male","2017-05-07",""
36978,28571,"32154","","Female","2017-07-07",""
36979,29758,"22536","","Female","2017-07-07",""
36980,29505,"28576","","Male","2017-07-07",""
36981,29758,"28577","","Female","2017-07-07",""
36982,29758,"31278","","Female","2017-07-07",""
36983,30779,"27631","","Male","2017-07-07",""
36984,30779,"28588","","Male","2017-07-07",""
36985,22017,"32137","","Male","2017-07-07",""
36986,30779,"26898","","Male","2017-07-07",""
36987,30761,"28570","","Male","2017-07-07",""
36988,30781,"23337","","Male","2017-07-07",""
36989,20475,"30767","","Male","2017-07-07",""
36990,29505,"24636","","Female","2017-07-08",""
36991,21273,"31848","","Female","2017-07-08",""
36992,29757,"31874","","Female","2017-07-08",""
36993,29505,"23214","","Female","2017-06-08",""
36994,30779,"26887","","Female","2017-07-08",""
36995,30764,"26899","","Female","2017-07-08",""
36996,29758,"27632","","Female","2017-07-08",""
36997,28567,"27634","","Male","2017-07-08",""
36998,29758,"30774","","Female","2017-07-08",""
36999,29740,"24629","","Female","2017-07-08",""
37000,29758,"29743","","Male","2017-07-08",""
37001,30779,"28584","","Female","2017-07-08",""
37002,29505,"26889","","Female","2017-07-08",""
37003,24026,"29751","","Female","2017-07-08",""
37004,29505,"26200","","Male","2017-06-08",""
37005,30764,"24639","","Male","2017-07-08",""
37006,29740,"26876","","Female","2017-07-09",""
37007,29760,"19403","","Male","2017-07-09",""
37384,30779,"31166","","Female","2018-05-13",""
37385,30761,"25457","","Male","2018-05-02",""
37386,30761,"22001","","Female","2018-04-25",""
37387,32918,"29735","","Female","2018-05-02",""
37414,30781,"28594","","Female","2018-05-13",""
17261,12060,"","","Female","1992-05-01",""
23318,16759,"19909","","Male","2002-06-26",""
36512,24026,"29753","","Male","2017-03-28",""
34970,29737,"26901","","Male","2015-07-17",""
26191,19887,"17788","","Male","2006-02-15",""
24670,15990,"20471","","Male","2004-01-15",""
29201,22697,"24651","","Female","2010-06-29",""
29202,20485,"25472","","Female","2010-06-29",""
30765,24060,"26887","","Female","2011-08-01",""
30769,21273,"18262","","Female","2011-07-01",""
31171,25450,"17788","","Female","2012-04-18",""
32913,16754,"27634","","Female","2013-06-15",""
32929,25450,"17788","","Female","2013-06-01",""
34966,29756,"30765","","Male","2015-08-17",""
37422,NA,"30765","","Male","2018-04-23",""
37423,NA,"30769","","Female","2018-04-27",""
37702,NA,"32913","","Male","2018-05-31",""
24623,19887,"17267","","Female","2004-04-08",""
25444,19851,"16374","","Female","2005-05-15",""
25470,18927,"19398","","Male","2004-10-01",""
25479,19887,"17802","","Female","2005-05-15",""
26192,21244,"22011","","Female","2006-01-15",""
26194,20482,"17787","","Female","2006-05-15",""
26204,22697,"23337","","Female","2006-05-15",""
37492,NA,"26192","","Male","2018-05-05",""
37587,NA,"25444","","Male","2018-05-14",""
22695,18249,"18926","","Female","2001-06-10",""
23315,18937,"16374","","Female","2002-06-19",""
24033,16747,"19905","","Male","2003-05-01",""
24637,20475,"21989","","Female","2004-05-15",""
24645,19851,"17799","","Female","2003-12-01",""
37695,NA,"22695","","Male","2018-05-29",""
21256,16745,"15309","","Male","1999-06-01",""
22703,18937,"18258","","Female","2001-04-30",""
22711,17797,"17267","","Female","2001-06-15",""
22715,16744,"10269","","Female","2001-07-16",""
22724,17797,"19388","","Female","2001-07-02",""
23316,16765,"17259","","Female","2002-08-02",""
37452,NA,"22715","","Female","2018-05-03",""
37704,NA,"23316","","Male","2018-06-01",""
28572,24033,"22723","","Female","2009-02-01",""
28575,24033,"24636","","Female","2009-02-01",""
29506,20485,"26199","","Female","2010-07-13",""
29734,24670,"23304","","Male","2010-03-01",""
29754,22697,"22736","","Female","2010-03-01",""
25450,21995,"20471","","Male","2005-03-01",""
27638,22697,"20481","","Female","2008-02-01",""
30759,24668,"21993","","Female","2011-06-20",""
30762,24023,"19617","","Female","2011-07-15",""
30768,22023,"17807","","Female","2011-06-20",""
30771,25450,"23312","","Female","2011-06-07",""
30775,24665,"22536","","Female","2011-08-01",""
30777,22023,"19905","","Female","2011-09-07",""
17245,NA,"11571","","Female","1992-05-01",""
24665,19887,"17788","","Male","2004-04-08",""
25440,19887,"18921","","Female","2005-06-01",""
26894,19887,"22723","","Female","2007-04-15",""
37621,NA,"25440","","Female","2018-05-13",""
37622,NA,"26894","","Female","2018-06-09",""
24646,20485,"21281","","Male","2003-12-01",""
24648,18929,"15548","","Female","2004-06-01",""
24652,19887,"18278","","Female","2004-04-08",""
24664,16747,"17787","","Female","2004-08-15",""
25467,20468,"17252","","Female","2004-10-01",""
26172,21254,"23329","","Female","2006-05-15",""
26187,22017,"22711","","Female","2006-03-15",""
26873,22697,"22001","","Female","2007-03-15",""
26878,22694,"19617","","Female","2007-03-01",""
24026,18931,"17242","","Male","2003-04-01",""
29733,24670,"17807","","Female","2010-02-01",""
29746,24670,"24636","","Female","2010-02-01",""
29748,21999,"17789","","Female","2009-10-23",""
29751,21995,"18262","","Female","2009-12-01",""
29753,24034,"19403","","Female","2010-02-01",""
29762,24023,"23214","","Female","2010-07-02",""
37503,NA,"29733","","Female","2018-05-29",""
19890,15990,"11571","","Male","1997-06-12",""
28576,24056,"24653","","Female","2009-03-01",""
30757,19887,"24636","","Male","2011-06-07",""
32906,26891,"22536","","Female","2013-06-01",""
32907,26891,"28576","","Female","2013-07-12",""
32916,26891,"23304","","Female","2013-08-13",""
32917,25450,"27638","","Female","2013-05-21",""
32924,25450,"19617","","Female","2013-06-15",""
32930,26891,"21993","","Female","2013-06-25",""
