Id,Sire,Sire Type,Dam,Dam Type,Sex,Number of Parents Known,Birth,Arrival At Center,Death,Departure,Status,ancestry,From Center?,Origin 
1163,,,,,Female,0,1995-06-09,1995-06-09,1995-06-16,,Dead,Japan,TRUE,
1164,,,,,Male,0,1995-06-27,1995-06-27,1995-06-27,,Dead,Japan,TRUE,
1165,,,,,Male,0,1995-06-28,1995-06-28,1995-06-28,,Dead,Japan,TRUE,
1166,,,,,Male,0,1995-06-03,1995-06-03,1995-06-03,,Dead,Japan,TRUE,
1167,,,,,Female,0,1995-06-30,1995-06-30,1995-06-30,,Dead,Japan,TRUE,
1168,,,972,Observed,Male,1,1995-07-20,1995-07-20,1995-12-06,,Dead,Japan,TRUE,
1169,,,,,Unknown,0,1995-07-02,1995-07-02,1995-07-27,,Dead,Japan,TRUE,
1170,,,,,Female,0,1995-08-01,1995-08-01,1995-09-25,,Dead,Japan,TRUE,
1171,,,,,Female,0,1995-05-03,1995-05-03,1995-08-16,,Dead,Japan,TRUE,
1172,,,,,Male,0,1995-06-01,1995-06-01,1995-10-04,,Dead,Japan,TRUE,
1173,,,,,Female,0,1995-07-01,1995-07-01,1996-01-26,,Dead,Japan,TRUE,
1174,,,1033,Genetic,Female,1,1995-06-01,1995-06-01,2012-06-13,,Dead,Japan,TRUE,
1175,,,818,Observed,Male,1,1995-06-01,1995-06-01,2013-05-21,,Dead,Japan,TRUE,
1176,,,768,Observed,Female,1,1995-06-01,1995-06-01,1999-10-25,,Dead,Japan,TRUE,
1177,992,Genetic,920,Provisional Genetic,Female,2,1995-06-01,1995-06-01,2000-11-30,,Dead,Japan,TRUE,
1178,,,698,Observed,Female,1,1995-08-01,1995-08-01,1996-02-21,,Dead,Japan,TRUE,
1179,,,1056,Observed,Female,1,1995-08-01,1995-08-01,,,Alive,Japan,TRUE,
1180,772,Genetic,902,Genetic,Male,2,1995-05-01,1995-05-01,2013-11-18,,Dead,Japan,TRUE,
1181,,,856,Genetic,Female,1,1995-06-01,1995-06-01,2000-10-11,,Dead,Japan,TRUE,
1182,,,991,Genetic,Male,1,1995-07-01,1995-07-01,2011-11-10,,Dead,Japan,TRUE,
1183,,,510,Observed,Female,1,1995-06-01,1995-06-01,1999-07-09,,Dead,Japan,TRUE,
1184,,,386,Genetic,Male,1,1995-06-01,1995-06-01,2007-06-01,,Dead,Japan,TRUE,
1185,,,1030,Observed,Male,1,1995-07-01,1995-07-01,1995-11-09,,Dead,Japan,TRUE,
1186,,,546,Observed,Male,1,1995-06-01,1995-06-01,1995-11-17,,Dead,Japan,TRUE,
1187,,,171,Observed,Male,1,1995-09-01,1995-09-01,1996-02-01,,Dead,Japan,TRUE,
1188,,,,,Male,0,1995-09-01,1995-09-01,2001-06-08,,Dead,Japan,TRUE,
1189,,,833,Genetic,Female,1,1995-05-01,1995-05-01,2000-11-29,,Dead,Japan,TRUE,
1190,,,,,Male,0,1995-06-01,1995-06-01,2010-08-25,,Dead,Japan,TRUE,
1191,,,691,Genetic,Female,1,1995-06-01,1995-06-01,2009-10-16,,Dead,Japan,TRUE,
1192,772,Genetic,1057,Genetic,Female,2,1995-06-01,1995-06-01,2000-11-29,,Dead,Japan,TRUE,
1193,992,Genetic,800,Genetic,Female,2,1995-08-01,1995-08-01,2009-10-13,,Dead,Japan,TRUE,
1194,,,,,Unknown,0,1995-10-04,1995-10-04,1995-10-04,,Dead,Japan,TRUE,
1195,,,,,Unknown,0,1995-04-19,1995-04-19,1995-05-10,,Dead,Japan,TRUE,
1196,,,928,Observed,Female,1,1996-04-11,1996-04-11,1997-09-18,,Dead,Japan,TRUE,
1197,,,971,Observed,Male,1,1996-04-25,1996-04-25,1996-04-25,,Dead,Japan,TRUE,
1198,,,525,Observed,Female,1,1996-05-12,1996-05-12,1997-11-03,,Dead,Japan,TRUE,
1199,,,912,Observed,Male,1,1996-05-15,1996-05-15,1996-05-17,,Dead,Japan,TRUE,
1200,,,823,Observed,Male,1,1996-05-12,1996-05-12,2010-08-05,,Dead,Japan,TRUE,
1201,,,,,Male,0,1996-05-23,1996-05-23,1996-05-23,,Dead,Japan,TRUE,
1202,,,337,Observed,Female,1,1996-05-26,1996-05-26,1996-05-30,,Dead,Japan,TRUE,
1203,,,,,Unknown,0,1996-05-20,1996-05-20,1996-05-20,,Dead,Japan,TRUE,
1204,,,763,Observed,Male,1,1996-05-23,1996-05-23,2002-10-24,,Dead,Japan,TRUE,
1205,,,741,Observed,Female,1,1996-07-19,1996-07-19,1996-07-19,,Dead,Japan,TRUE,
1206,,,846,Observed,Female,1,1996-07-10,1996-07-10,1996-07-24,,Dead,Japan,TRUE,
1207,966,Genetic,510,Observed,Male,2,1996-05-20,1996-05-20,2013-12-09,,Dead,Japan,TRUE,
1208,,,545,Observed,Female,1,1996-05-20,1996-05-20,1996-11-04,,Dead,Japan,TRUE,
1209,992,Genetic,902,Genetic,Female,2,1996-06-08,1996-06-08,,1999-10-18,Shipped,Japan,TRUE,
1210,,,818,Observed,Male,1,1996-06-23,1996-06-23,1997-03-02,,Dead,Japan,TRUE,
1211,896,Genetic,824,Genetic,Male,2,1996-05-21,1996-05-21,,1999-10-18,Shipped,Japan,TRUE,
1212,,,695,Observed,Female,1,1996-05-01,1996-05-01,1996-09-17,,Dead,Japan,TRUE,
1213,,,405,Genetic,Female,1,1996-05-04,1996-05-04,2000-12-31,,Dead,Japan,TRUE,
1214,896,Genetic,698,Provisional Genetic,Female,2,1996-07-02,1996-07-02,,1999-10-18,Shipped,Japan,TRUE,
1215,,,1083,Observed,Male,1,1996-07-02,1996-07-02,,1997-05-20,Shipped,Japan,TRUE,
1216,677,Genetic,833,Genetic,Male,2,1996-08-30,1996-08-30,2010-12-08,,Dead,Japan,TRUE,
1217,896,Genetic,1025,Genetic,Female,2,1996-07-14,1996-07-14,2008-05-04,,Dead,Japan,TRUE,
1218,,,1079,Observed,Male,1,1996-06-29,1996-06-29,,1997-05-20,Shipped,Japan,TRUE,
1219,992,Genetic,1064,Genetic,Male,2,1996-06-01,1996-06-01,2005-01-19,,Dead,Japan,TRUE,
1220,1029,Genetic,446,Genetic,Male,2,1996-06-01,1996-06-01,2001-04-13,,Dead,Japan,TRUE,
1221,,,,,Male,0,1996-06-01,1996-06-01,,1999-10-18,Shipped,Japan,TRUE,
1222,415,Genetic,989,Genetic,Male,2,1996-04-15,1996-04-15,,1999-10-18,Shipped,Japan,TRUE,
1223,,,,,Male,0,1996-06-01,1996-06-01,,1999-10-18,Shipped,Japan,TRUE,
1224,,,546,Observed,Female,1,1996-05-21,1996-05-21,1997-03-23,,Dead,Japan,TRUE,
1225,,,991,Observed,Male,1,1996-07-15,1996-07-15,1997-01-14,,Dead,Japan,TRUE,
1226,,,1043,Genetic,Male,1,1996-06-04,1996-06-04,2002-01-07,,Dead,Japan,TRUE,
1227,,,1076,Genetic,Female,1,1996-07-01,1996-07-01,,,Alive,Japan,TRUE,
1228,,,906,Genetic,Male,1,1996-07-01,1996-07-01,,1999-10-18,Shipped,Japan,TRUE,
1229,,,630,Genetic,Female,1,1996-07-22,1996-07-22,2000-03-07,,Dead,Japan,TRUE,
1230,,,1030,Observed,Male,1,1996-06-11,1996-06-11,2000-08-23,,Dead,Japan,TRUE,
1231,1049,Genetic,171,Genetic,Female,2,1996-08-01,1996-08-01,,1999-10-18,Shipped,Japan,TRUE,
1232,1049,Genetic,800,Genetic,Female,2,1996-07-15,1996-07-15,,,Alive,Japan,TRUE,
1233,,,1069,Genetic,Female,1,1996-06-02,1996-06-02,2000-01-21,,Dead,Japan,TRUE,
1234,,,242,Genetic,Female,1,1996-05-12,1996-05-12,,1999-10-18,Shipped,Japan,TRUE,
1235,,,1070,Observed,Male,1,1996-05-29,1996-05-29,,1997-05-20,Shipped,Japan,TRUE,
1236,,,1057,Observed,Male,1,1996-08-01,1996-08-01,,1997-05-20,Shipped,Japan,TRUE,
1237,677,Genetic,1040,Genetic,Female,2,1996-08-22,1996-08-22,2000-11-27,,Dead,Japan,TRUE,
1238,,,1081,Genetic,Female,1,1996-07-11,1996-07-11,,1999-10-18,Shipped,Japan,TRUE,
1239,,,1074,Genetic,Female,1,1996-07-03,1996-07-03,2000-11-28,,Dead,Japan,TRUE,
1240,,,232,Observed,Male,1,1997-03-26,1997-03-26,1997-03-26,,Dead,Japan,TRUE,
1241,1029,Genetic,1033,Genetic,Male,2,1997-05-01,1997-05-01,2011-08-12,,Dead,Japan,TRUE,
1242,415,Genetic,856,Provisional Genetic,Male,2,1997-05-01,1997-05-01,,,Alive,Japan,TRUE,
1243,,,971,Genetic,Female,1,1997-05-01,1997-05-01,,,Alive,Japan,TRUE,
1244,,,1056,Observed,Female,1,1997-05-01,1997-05-01,1998-01-08,,Dead,Japan,TRUE,
1245,677,Provisional Genetic,390,Genetic,Female,2,1997-04-23,1997-04-23,,,Alive,Japan,TRUE,
1246,,,,,Male,0,1997-05-12,1997-05-12,1997-05-12,,Dead,Japan,TRUE,
1247,,,,,Unknown,0,1997-05-01,1997-05-01,1997-05-12,,Dead,Japan,TRUE,
1248,,,698,Observed,Male,1,1997-06-14,1997-06-14,1997-06-23,,Dead,Japan,TRUE,
1249,,,,,Male,0,1997-06-23,1997-06-23,1998-07-21,,Dead,Japan,TRUE,
1250,,,1035,Observed,Male,1,1997-06-05,1997-06-05,2010-02-23,,Dead,Japan,TRUE,
1251,,,,,Male,0,1997-06-01,1997-06-01,1997-09-15,,Dead,Japan,TRUE,
1252,,,,,Female,0,1997-09-18,1997-09-18,1997-09-18,,Dead,Japan,TRUE,
1253,,,,,Female,0,1997-06-01,1997-06-01,1997-09-30,,Dead,Japan,TRUE,
1254,,,928,Observed,Female,1,1997-05-27,1997-05-27,1997-10-21,,Dead,Japan,TRUE,
1255,,,1086,Genetic,Female,1,1997-05-26,1997-05-26,2001-06-13,,Dead,Japan,TRUE,
1256,1048,Genetic,1102,Genetic,Male,2,1997-06-01,1997-06-01,,1999-12-09,Shipped,Japan,TRUE,
1257,1027,Genetic,846,Genetic,Male,2,1997-06-15,1997-06-15,,,Alive,Japan,TRUE,
1258,1029,Genetic,906,Genetic,Male,2,1997-06-04,1997-06-04,2006-03-20,,Dead,Japan,TRUE,
1259,,,319,Observed,Male,1,1997-05-25,1997-05-25,,1998-10-28,Shipped,Japan,TRUE,
1260,966,Genetic,525,Genetic,Male,2,1997-06-12,1997-06-12,,,Alive,Japan,TRUE,
1261,992,Genetic,902,Genetic,Female,2,1997-06-06,1997-06-06,,,Alive,Japan,TRUE,
1262,677,Genetic,989,Genetic,Female,2,1997-05-15,1997-05-15,2000-04-11,,Dead,Japan,TRUE,
1263,896,Genetic,1077,Genetic,Male,2,1997-05-27,1997-05-27,,1999-12-09,Shipped,Japan,TRUE,
1264,,,242,Observed,Male,1,1997-07-01,1997-07-01,1999-02-06,,Dead,Japan,TRUE,
1265,,,920,Genetic,Male,1,1997-06-11,1997-06-11,2014-06-02,,Dead,Japan,TRUE,
1266,,,1096,Genetic,Male,1,1997-06-22,1997-06-22,2000-04-04,,Dead,Japan,TRUE,
1267,,,1100,Observed,Male,1,1997-06-15,1997-06-15,,1998-10-28,Shipped,Japan,TRUE,
1268,,,1106,Observed,Male,1,1997-05-25,1997-05-25,,1998-10-28,Shipped,Japan,TRUE,
1269,772,Genetic,1082,Genetic,Female,2,1997-06-05,1997-06-05,,,Alive,Japan,TRUE,
1270,,,912,Observed,Male,1,1997-06-14,1997-06-14,,1999-12-09,Shipped,Japan,TRUE,
1271,896,Genetic,1089,Genetic,Male,2,1997-05-29,1997-05-29,,1999-12-09,Shipped,Japan,TRUE,
1272,666,Genetic,691,Genetic,Female,2,1997-05-14,1997-05-14,1999-12-30,,Dead,Japan,TRUE,
1273,942,Genetic,991,Genetic,Male,2,1997-07-02,1997-07-02,2000-04-06,,Dead,Japan,TRUE,
1274,677,Genetic,386,Genetic,Female,2,1997-05-07,1997-05-07,2012-02-15,,Dead,Japan,TRUE,
1275,677,Provisional Genetic,1098,Genetic,Female,2,1997-06-26,1997-06-26,,,Alive,Japan,TRUE,
1276,1046,Genetic,1101,Genetic,Female,2,1997-07-19,1997-07-19,2000-04-13,,Dead,Japan,TRUE,
1277,,,763,Observed,Male,1,1997-07-07,1997-07-07,1999-02-10,,Dead,Japan,TRUE,
1278,,,546,Observed,Male,1,1997-07-01,1997-07-01,2006-03-20,,Dead,Japan,TRUE,
1279,,,545,Genetic,Female,1,1997-05-14,1997-05-14,2002-10-21,,Dead,Japan,TRUE,
1280,,,,,Female,0,1998-03-01,1998-03-01,1998-03-29,,Dead,Japan,TRUE,
1281,,,,,Male,0,1998-06-23,1998-06-23,1998-06-26,,Dead,Japan,TRUE,
1282,,,,,Male,0,1998-06-01,1998-06-01,1998-07-06,,Dead,Japan,TRUE,
1283,,,,,Male,0,1998-04-30,1998-04-30,1998-07-30,,Dead,Japan,TRUE,
1284,,,,,Unknown,0,1998-07-01,1998-07-01,1998-10-02,,Dead,Japan,TRUE,
1285,677,Genetic,1064,Genetic,Male,2,1998-05-01,1998-05-01,,,Alive,Japan,TRUE,
1286,,,,,Female,0,1998-05-01,1998-05-01,,,Alive,Japan,TRUE,
1287,992,Genetic,695,Genetic,Female,2,1998-06-01,1998-06-01,2000-02-16,,Dead,Japan,TRUE,
1288,992,Genetic,1069,Genetic,Male,2,1998-06-01,1998-06-01,2000-02-22,,Dead,Japan,TRUE,
1289,1029,Genetic,1070,Genetic,Female,2,1998-06-01,1998-06-01,2012-04-24,,Dead,Japan,TRUE,
1290,1097,Genetic,1033,Genetic,Male,2,1998-06-01,1998-06-01,2000-03-06,,Dead,Japan,TRUE,
1291,772,Genetic,386,Provisional Genetic,Female,2,1998-06-01,1998-06-01,,,Alive,Japan,TRUE,
1292,,,1118,Genetic,Male,1,1998-05-01,1998-05-01,2005-11-23,,Dead,Japan,TRUE,
1293,1046,Genetic,1143,Genetic,Female,2,1998-06-01,1998-06-01,,,Alive,Japan,TRUE,
1294,896,Genetic,991,Genetic,Male,2,1998-06-01,1998-06-01,2000-07-03,,Dead,Japan,TRUE,
1295,,,1110,Genetic,Female,1,1998-06-01,1998-06-01,,,Alive,Japan,TRUE,
1296,,,1079,Observed,Female,1,1998-06-01,1998-06-01,1999-03-19,,Dead,Japan,TRUE,
1297,896,Provisional Genetic,1025,Genetic,Female,2,1998-05-01,1998-05-01,2013-06-04,,Dead,Japan,TRUE,
1298,1029,Genetic,824,Genetic,Female,2,1998-06-01,1998-06-01,,,Alive,Japan,TRUE,
1299,1039,Genetic,1116,Genetic,Male,2,1998-06-01,1998-06-01,,,Alive,Japan,TRUE,
1300,1038,Provisional Genetic,906,Genetic,Female,2,1998-06-01,1998-06-01,2013-10-24,,Dead,Japan,TRUE,
1301,1046,Provisional Genetic,1074,Genetic,Female,2,1998-05-01,1998-05-01,2011-02-18,,Dead,Japan,TRUE,
1302,992,Genetic,1146,Genetic,Female,2,1998-06-01,1998-06-01,,,Alive,Japan,TRUE,
1303,1048,Genetic,1099,Genetic,Female,2,1998-05-01,1998-05-01,2010-01-20,,Dead,Japan,TRUE,
1304,,,691,Observed,Female,1,1998-05-01,1998-05-01,,,Alive,Japan,TRUE,
1305,1042,Genetic,1067,Genetic,Female,2,1998-06-01,1998-06-01,2013-11-17,,Dead,Japan,TRUE,
1306,1031,Genetic,698,Genetic,Male,2,1998-06-01,1998-06-01,2010-04-14,,Dead,Japan,TRUE,
1307,1031,Genetic,1134,Genetic,Female,2,1998-08-01,1998-08-01,2009-10-15,,Dead,Japan,TRUE,
1308,677,Genetic,856,Provisional Genetic,Male,2,1998-06-01,1998-06-01,2001-06-12,,Dead,Japan,TRUE,
1309,,,1043,Genetic,Male,1,1998-06-01,1998-06-01,,,Alive,Japan,TRUE,
1310,,,823,Observed,Female,1,1998-06-01,1998-06-01,2009-10-12,,Dead,Japan,TRUE,
1311,,,928,Genetic,Male,1,1998-09-01,1998-09-01,,,Alive,Japan,TRUE,
1312,,,,,Female,0,1998-06-01,1998-06-01,1998-11-05,,Dead,Japan,TRUE,
1313,1027,Genetic,1106,Genetic,Male,2,1998-06-01,1998-06-01,2002-11-07,,Dead,Japan,TRUE,
1314,,,,,Female,0,1998-05-01,1998-05-01,2014-08-23,,Dead,Japan,TRUE,
1315,,,,,Female,0,1998-06-01,1998-06-01,,,Alive,Japan,TRUE,
1316,1029,Provisional Genetic,446,Genetic,Female,2,1998-06-01,1998-06-01,2000-02-14,,Dead,Japan,TRUE,
1317,,,390,Genetic,Female,1,1998-06-01,1998-06-01,2009-10-14,,Dead,Japan,TRUE,
1318,1036,Genetic,319,Observed,Female,2,1998-06-01,1998-06-01,1999-10-18,,Dead,Japan,TRUE,
1319,,,1109,Genetic,Female,1,1998-06-01,1998-06-01,2010-01-19,,Dead,Japan,TRUE,
1320,1029,Genetic,971,Genetic,Female,2,1998-05-01,1998-05-01,2013-10-24,,Dead,Japan,TRUE,
1321,1031,Genetic,630,Genetic,Female,2,1998-06-01,1998-06-01,2009-08-24,,Dead,Japan,TRUE,
1322,,,,,Unknown,0,1998-06-01,1998-06-01,1998-10-23,,Dead,Japan,TRUE,
1323,,,,,Male,0,1999-03-25,1999-03-25,1999-03-25,,Dead,Japan,TRUE,
1324,,,,,Female,0,1999-05-04,1999-05-04,1999-05-07,,Dead,Japan,TRUE,
1325,,,1088,Observed,Female,1,1999-05-17,1999-05-17,1999-05-17,,Dead,Japan,TRUE,
1326,,,,,Male,0,1999-06-01,1999-06-01,1999-06-16,,Dead,Japan,TRUE,
1327,,,,,Unknown,0,1999-07-09,1999-07-09,1999-07-09,,Dead,Japan,TRUE,
1328,,,,,Female,0,1999-06-01,1999-06-01,1999-07-14,,Dead,Japan,TRUE,
1329,,,,,Male,0,1999-05-01,1999-05-01,1999-08-09,,Dead,Japan,TRUE,
1330,,,,,Male,0,1999-06-01,1999-06-01,1999-09-01,,Dead,Japan,TRUE,
1331,1036,Genetic,698,Genetic,Male,2,1999-07-01,1999-07-01,1999-11-12,,Dead,Japan,TRUE,
1332,1036,Genetic,920,Provisional Genetic,Male,2,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1333,1029,Genetic,1089,Genetic,Female,2,1999-05-01,1999-05-01,2001-03-07,,Dead,Japan,TRUE,
1334,896,Genetic,1043,Genetic,Female,2,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1335,1048,Genetic,1077,Genetic,Female,2,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1336,1029,Genetic,989,Genetic,Male,2,1999-05-01,1999-05-01,2001-06-22,,Dead,Japan,TRUE,
1337,1029,Genetic,691,Provisional Genetic,Male,2,1999-06-01,1999-06-01,2005-02-28,,Dead,Japan,TRUE,
1338,,,,,Female,0,1999-06-01,1999-06-01,2001-06-05,,Dead,Japan,TRUE,
1339,1028,Genetic,800,Genetic,Female,2,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1340,1049,Genetic,1132,Genetic,Female,2,1999-06-01,1999-06-01,2014-05-09,,Dead,Japan,TRUE,
1341,,,,,Male,0,1999-06-01,1999-06-01,2001-06-25,,Dead,Japan,TRUE,
1342,415,Genetic,856,Genetic,Male,2,1999-06-01,1999-06-01,2010-11-19,,Dead,Japan,TRUE,
1343,1029,Genetic,525,Genetic,Male,2,1999-06-01,1999-06-01,2007-09-02,,Dead,Japan,TRUE,
1344,1029,Genetic,906,Genetic,Male,2,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1345,995,Genetic,1113,Genetic,Female,2,1999-06-01,1999-06-01,2013-10-23,,Dead,Japan,TRUE,
1346,1039,Genetic,1181,Genetic,Female,2,1999-06-01,1999-06-01,2000-03-09,,Dead,Japan,TRUE,
1347,992,Genetic,1086,Genetic,Male,2,1999-06-01,1999-06-01,2000-02-28,,Dead,Japan,TRUE,
1348,677,Genetic,1118,Genetic,Male,2,1999-06-01,1999-06-01,2002-11-07,,Dead,Japan,TRUE,
1349,1029,Genetic,1100,Genetic,Male,2,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1350,,,1099,Genetic,Female,1,1999-06-01,1999-06-01,2013-11-04,,Dead,Japan,TRUE,
1351,,,1079,Genetic,Female,1,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1352,1028,Genetic,695,Genetic,Male,2,1999-06-01,1999-06-01,2009-10-24,,Dead,Japan,TRUE,
1353,1097,Genetic,1153,Genetic,Female,2,1999-05-01,1999-05-01,2013-11-05,,Dead,Japan,TRUE,
1354,,,1139,Genetic,Female,1,1999-06-01,1999-06-01,2001-04-25,,Dead,Japan,TRUE,
1355,,,,,Male,0,1999-06-01,1999-06-01,2000-02-24,,Dead,Japan,TRUE,
1356,,,1069,Genetic,Male,1,1999-06-01,1999-06-01,2013-12-16,,Dead,Japan,TRUE,
1357,1046,Genetic,1083,Genetic,Male,2,1998-08-15,1998-08-15,2014-06-05,,Dead,Japan,TRUE,
1358,,,,,Male,0,1999-06-01,1999-06-01,2001-06-15,,Dead,Japan,TRUE,
1359,1029,Genetic,971,Genetic,Male,2,1999-07-01,1999-07-01,2001-07-05,,Dead,Japan,TRUE,
1360,1029,Provisional Genetic,405,Genetic,Male,2,1999-06-01,1999-06-01,2013-12-04,,Dead,Japan,TRUE,
1361,896,Genetic,1082,Genetic,Male,2,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1362,966,Genetic,1189,Genetic,Male,2,1999-06-01,1999-06-01,2007-07-20,,Dead,Japan,TRUE,
1363,1029,Genetic,928,Genetic,Female,2,1999-06-01,1999-06-01,2003-12-15,,Dead,Japan,TRUE,
1364,,,1179,Genetic,Female,1,1999-07-01,1999-07-01,2000-04-04,,Dead,Japan,TRUE,
1365,1038,Genetic,991,Genetic,Female,2,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1366,,,1106,Genetic,Male,1,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1367,1130,Provisional Genetic,1096,Genetic,Female,2,1999-06-01,1999-06-01,,,Alive,Japan,TRUE,
1368,1029,Genetic,390,Genetic,Male,2,1999-06-01,1999-06-01,2008-01-25,,Dead,Japan,TRUE,
1369,1097,Genetic,1025,Genetic,Female,2,1999-06-01,1999-06-01,2010-01-29,,Dead,Japan,TRUE,
1370,1042,Provisional Genetic,1101,Genetic,Female,2,1999-06-01,1999-06-01,2006-06-27,,Dead,Japan,TRUE,
1371,,,,,Female,0,1999-07-01,1999-07-01,1999-11-20,,Dead,Japan,TRUE,
1372,1029,Provisional Genetic,1074,Genetic,Female,2,1999-06-01,1999-06-01,2013-11-01,,Dead,Japan,TRUE,
1373,,,,,Male,0,1999-06-01,1999-06-01,2000-03-01,,Dead,Japan,TRUE,
1374,,,,,Male,0,1999-08-01,1999-08-01,2001-07-06,,Dead,Japan,TRUE,
1375,,,1229,Observed,Unknown,1,2000-02-29,2000-02-29,2000-02-29,,Dead,Japan,TRUE,
1376,,,902,Observed,Male,1,2000-04-20,2000-04-20,2000-04-20,,Dead,Japan,TRUE,
1377,,,,,Female,0,2000-04-26,2000-04-26,2000-04-26,,Dead,Japan,TRUE,
1378,1034,Genetic,630,Genetic,Male,2,2000-05-11,2000-05-11,2008-09-02,,Dead,Japan,TRUE,
1379,1039,Genetic,833,Genetic,Female,2,2000-05-15,2000-05-15,2009-04-17,,Dead,Japan,TRUE,
1380,,,824,Observed,Female,1,2000-05-15,2000-05-15,2000-05-15,,Dead,Japan,TRUE,
1381,1180,Provisional Genetic,1116,Genetic,Female,2,2000-05-21,2000-05-21,2010-06-10,,Dead,Japan,TRUE,
1382,1114,Genetic,1156,Provisional Genetic,Female,2,2000-05-31,2000-05-31,2002-08-20,,Dead,Japan,TRUE,
1383,,,,,Male,0,2000-06-06,2000-06-06,2000-06-06,,Dead,Japan,TRUE,
1384,1130,Genetic,928,Genetic,Female,2,2000-06-09,2000-06-09,2010-06-10,,Dead,Japan,TRUE,
1385,,,1239,Observed,Female,1,2000-07-03,2000-07-03,2000-07-03,,Dead,Japan,TRUE,
1386,,,,,Male,0,2000-07-05,2000-07-05,2000-07-06,,Dead,Japan,TRUE,
62,,,35,Observed,Male,1,1966-03-12,1966-03-12,,1982-04-27,Shipped,Japan,TRUE,
1387,1097,Genetic,1089,Genetic,Male,2,2000-06-19,2000-06-19,2011-03-03,,Dead,Japan,TRUE,
1388,1190,Genetic,1143,Genetic,Female,2,2000-06-01,2000-06-01,2010-08-13,,Dead,Japan,TRUE,
1389,1175,Genetic,1064,Genetic,Female,2,2000-06-01,2000-06-01,2010-01-27,,Dead,Japan,TRUE,
1390,1097,Genetic,906,Genetic,Female,2,2000-07-14,2000-07-14,2009-11-26,,Dead,Japan,TRUE,
1391,1097,Genetic,1101,Genetic,Female,2,2000-06-08,2000-06-08,2000-11-06,,Dead,Japan,TRUE,
1392,1028,Genetic,800,Genetic,Female,2,2000-06-19,2000-06-19,2002-04-10,,Dead,Japan,TRUE,
1393,1145,Genetic,1067,Provisional Genetic,Male,2,2000-06-01,2000-06-01,2001-07-18,,Dead,Japan,TRUE,
1394,1038,Provisional Genetic,1193,Genetic,Female,2,2000-05-22,2000-05-22,,,Alive,Japan,TRUE,
1395,1097,Genetic,1079,Genetic,Female,2,2000-07-17,2000-07-17,,,Alive,Japan,TRUE,
1396,1049,Genetic,1077,Genetic,Male,2,2000-06-02,2000-06-02,2013-01-30,,Dead,Japan,TRUE,
1397,1145,Genetic,1106,Provisional Genetic,Female,2,2000-06-12,2000-06-12,,,Alive,Japan,TRUE,
1398,1184,Genetic,1109,Genetic,Female,2,2000-05-01,2000-05-01,,,Alive,Japan,TRUE,
1399,1097,Genetic,1082,Genetic,Female,2,2000-06-01,2000-06-01,,,Alive,Japan,TRUE,
1400,1038,Genetic,991,Genetic,Male,2,2000-06-23,2000-06-23,,,Alive,Japan,TRUE,
1401,415,Genetic,856,Provisional Genetic,Female,2,2000-06-25,2000-06-25,2010-01-26,,Dead,Japan,TRUE,
1402,1048,Genetic,1191,Genetic,Female,2,2000-05-30,2000-05-30,,,Alive,Japan,TRUE,
1403,1155,Genetic,1025,Genetic,Male,2,2000-07-02,2000-07-02,2001-07-23,,Dead,Japan,TRUE,
1404,1038,Genetic,446,Provisional Genetic,Male,2,2000-06-09,2000-06-09,2005-12-23,,Dead,Japan,TRUE,
1405,1097,Genetic,1040,Provisional Genetic,Female,2,2000-06-16,2000-06-16,2002-07-31,,Dead,Japan,TRUE,
1406,942,Genetic,1146,Genetic,Male,2,2000-06-07,2000-06-07,2000-10-30,,Dead,Japan,TRUE,
1407,896,Provisional Genetic,1086,Genetic,Female,2,2000-06-07,2000-06-07,2001-06-04,,Dead,Japan,TRUE,
1408,1097,Genetic,1070,Genetic,Female,2,2000-05-07,2000-05-07,2003-05-06,,Dead,Japan,TRUE,
1409,1097,Genetic,1088,Genetic,Female,2,2000-06-01,2000-06-01,2010-04-18,,Dead,Japan,TRUE,
1410,1180,Genetic,1099,Genetic,Female,2,2000-06-01,2000-06-01,2000-11-08,,Dead,Japan,TRUE,
1411,1182,Genetic,1159,Genetic,Male,2,2000-06-01,2000-06-01,2001-05-17,,Dead,Japan,TRUE,
1412,1114,Genetic,1074,Genetic,Male,2,2000-06-01,2000-06-01,2001-07-20,,Dead,Japan,TRUE,
1413,1112,Genetic,1174,Provisional Genetic,Male,2,2000-05-15,2000-05-15,2012-05-11,,Dead,Japan,TRUE,
1414,995,Genetic,1043,Genetic,Male,2,2000-07-13,2000-07-13,2001-07-25,,Dead,Japan,TRUE,
1415,1138,Genetic,1213,Genetic,Male,2,2000-05-04,2000-05-04,,,Alive,Japan,TRUE,
1416,896,Genetic,1083,Genetic,Female,2,2000-06-01,2000-06-01,,,Alive,Japan,TRUE,
